 ,Area,Mean,Min,Max,XM,YM,Perim.,BX,BY,Width,Height
1104,0.547,255,255,255,1.878,31.885,2.798,1.510,31.444,0.722,0.919
1105,0.702,255,255,255,52.568,32.019,3.125,52.057,31.510,1.050,0.985
1106,0.009,255,255,255,47.987,31.641,0.371,47.921,31.575,0.131,0.131
1107,0.004,255,255,255,68.632,31.608,0.186,68.599,31.575,0.066,0.066
1108,0.034,255,255,255,60.230,32.035,0.688,60.131,31.904,0.197,0.263
1109,0.004,255,255,255,68.698,32.133,0.186,68.665,32.101,0.066,0.066
1110,0.013,255,255,255,62.680,32.484,0.371,62.626,32.429,0.131,0.131
1111,0.030,255,255,255,61.589,32.593,0.557,61.510,32.494,0.197,0.197
1112,0.022,255,255,255,54.952,33.000,0.503,54.880,32.888,0.131,0.197
1113,0.013,255,255,255,22.090,33.052,0.410,21.991,33.020,0.197,0.066
1114,0.401,255,255,255,40.172,33.487,2.289,39.781,33.085,0.722,0.788
1115,0.004,255,255,255,68.764,33.184,0.186,68.731,33.151,0.066,0.066
1116,0.013,255,255,255,2.002,33.906,0.448,1.969,33.807,0.066,0.197
1117,0.004,255,255,255,2.002,34.103,0.186,1.969,34.070,0.066,0.066
1118,0.573,255,255,255,34.587,34.545,2.814,34.136,34.136,0.919,0.853
1119,0.474,255,255,255,2.019,34.765,2.513,1.641,34.333,0.788,0.853
1120,0.013,255,255,255,60.361,34.562,0.448,60.328,34.464,0.066,0.197
1121,0.017,255,255,255,68.829,34.595,0.580,68.796,34.464,0.066,0.263
1122,0.004,255,255,255,60.361,34.825,0.186,60.328,34.792,0.066,0.066
1123,0.009,255,255,255,68.829,34.858,0.317,68.796,34.792,0.066,0.131
1124,0.022,255,255,255,68.829,35.153,0.711,68.796,34.989,0.066,0.328
1125,0.004,255,255,255,27.276,35.284,0.186,27.243,35.252,0.066,0.066
1126,0.022,255,255,255,68.829,35.547,0.711,68.796,35.383,0.066,0.328
1127,0.030,255,255,255,65.528,35.678,0.557,65.448,35.580,0.197,0.197
1128,0.004,255,255,255,64.890,35.678,0.186,64.858,35.645,0.066,0.066
1129,0.017,255,255,255,68.813,35.892,0.503,68.731,35.777,0.131,0.197
1130,143.397,255,255,255,39.164,56.404,286.650,1.969,35.842,64.267,31.050
1131,0.547,255,255,255,37.849,36.683,2.683,37.418,36.236,0.853,0.853
1132,35.655,255,255,255,38.719,59.309,274.406,2.823,36.302,66.236,32.626
1133,0.004,255,255,255,2.068,36.466,0.186,2.035,36.433,0.066,0.066
1134,0.642,255,255,255,19.523,36.964,2.891,19.103,36.499,0.853,0.919
1135,0.470,255,255,255,1.052,37.613,4.745,0.853,36.564,0.394,2.101
1136,0.004,255,255,255,2.068,36.663,0.186,2.035,36.630,0.066,0.066
1137,0.004,255,255,255,2.068,36.794,0.186,2.035,36.761,0.066,0.066
1138,0.009,255,255,255,2.035,36.926,0.279,1.969,36.893,0.131,0.066
1139,0.483,255,255,255,51.687,37.280,2.536,51.269,36.893,0.788,0.788
1140,0.116,255,255,255,65.673,37.302,1.639,65.514,37.024,0.394,0.591
1141,0.681,255,255,255,34.059,37.991,2.961,33.610,37.483,0.919,0.985
1142,0.004,255,255,255,64.234,37.582,0.186,64.201,37.549,0.066,0.066
1143,0.004,255,255,255,64.234,37.713,0.186,64.201,37.680,0.066,0.066
1144,0.009,255,255,255,66.269,38.009,0.317,66.236,37.943,0.066,0.131
1145,0.017,255,255,255,1.575,38.271,0.371,1.510,38.206,0.131,0.131
1146,0.004,255,255,255,22.352,38.238,0.186,22.319,38.206,0.066,0.066
1147,0.009,255,255,255,66.203,38.403,0.317,66.171,38.337,0.066,0.131
1148,0.004,255,255,255,68.435,38.370,0.186,68.402,38.337,0.066,0.066
1149,0.017,255,255,255,16.477,38.468,0.371,16.411,38.403,0.131,0.131
1150,0.004,255,255,255,68.435,38.501,0.186,68.402,38.468,0.066,0.066
1151,0.030,255,255,255,68.857,38.689,0.989,68.796,38.468,0.197,0.394
1152,0.017,255,255,255,1.264,38.682,0.503,1.182,38.599,0.131,0.197
1153,0.603,255,255,255,12.691,39.095,2.776,12.276,38.599,0.853,0.919
1154,0.004,255,255,255,68.764,38.895,0.186,68.731,38.862,0.066,0.066
1155,0.013,255,255,255,1.346,39.092,0.448,1.313,38.993,0.066,0.197
1156,0.026,255,255,255,68.753,39.245,0.765,68.665,39.059,0.131,0.328
1157,0.022,255,255,255,1.385,39.551,0.765,1.313,39.387,0.131,0.328
1158,0.022,255,255,255,68.698,39.617,0.711,68.665,39.453,0.066,0.328
1159,0.677,255,255,255,57.777,40.068,2.946,57.308,39.584,0.919,0.919
1160,0.431,255,255,255,6.524,40.003,2.312,6.171,39.650,0.722,0.722
1161,0.069,255,255,255,1.485,40.249,1.924,1.379,39.781,0.197,0.853
1162,0.017,255,255,255,60.689,40.027,0.464,60.591,39.978,0.197,0.131
1163,0.022,255,255,255,68.632,40.142,0.711,68.599,39.978,0.066,0.328
1164,0.013,255,255,255,68.567,40.536,0.448,68.534,40.438,0.066,0.197
1165,0.004,255,255,255,1.543,40.733,0.186,1.510,40.700,0.066,0.066
1166,0.004,255,255,255,68.501,40.864,0.186,68.468,40.831,0.066,0.066
1167,0.556,255,255,255,22.151,41.437,2.683,21.729,41.028,0.853,0.853
1168,0.586,255,255,255,23.974,41.540,2.776,23.567,41.094,0.853,0.919
1169,0.039,255,255,255,1.696,41.455,0.897,1.641,41.225,0.131,0.394
1170,0.013,255,255,255,68.435,41.324,0.448,68.402,41.225,0.066,0.197
1171,0.633,255,255,255,51.514,41.801,2.869,51.006,41.357,0.985,0.853
1172,0.728,255,255,255,52.969,42.006,3.077,52.516,41.488,0.919,0.985
1173,0.004,255,255,255,68.370,41.586,0.186,68.337,41.554,0.066,0.066
1174,0.004,255,255,255,1.543,41.652,0.186,1.510,41.619,0.066,0.066
1175,0.004,255,255,255,2.462,41.783,0.186,2.429,41.750,0.066,0.066
1176,0.022,255,255,255,1.766,42.046,0.557,1.707,41.947,0.131,0.197
1177,0.767,255,255,255,14.163,42.550,3.525,13.786,41.947,0.788,1.247
1178,0.022,255,255,255,2.554,42.243,0.765,2.495,42.079,0.131,0.328
1179,0.030,255,255,255,1.852,42.365,0.820,1.772,42.210,0.197,0.328
1180,0.004,255,255,255,68.238,42.308,0.186,68.206,42.276,0.066,0.066
1181,0.271,255,255,255,47.088,42.718,1.825,46.805,42.407,0.591,0.591
1182,0.004,255,255,255,2.593,42.505,0.186,2.560,42.473,0.066,0.066
1183,0.022,255,255,255,62.527,42.584,0.557,62.429,42.473,0.197,0.197
1184,0.004,255,255,255,68.173,42.571,0.186,68.140,42.538,0.066,0.066
1185,0.026,255,255,255,1.969,42.888,0.820,1.904,42.735,0.131,0.328
1186,0.004,255,255,255,2.659,42.768,0.186,2.626,42.735,0.066,0.066
1187,0.004,255,255,255,2.724,42.899,0.186,2.691,42.866,0.066,0.066
1188,0.026,255,255,255,22.418,42.932,0.503,22.319,42.866,0.197,0.131
1189,0.004,255,255,255,2.724,43.031,0.186,2.691,42.998,0.066,0.066
1190,0.508,255,255,255,34.459,43.373,2.574,34.070,42.998,0.788,0.788
1191,0.039,255,255,255,2.090,43.279,0.820,1.969,43.129,0.197,0.328
1192,0.009,255,255,255,2.790,43.260,0.317,2.757,43.195,0.066,0.131
1193,0.030,255,255,255,2.199,43.706,0.951,2.101,43.523,0.197,0.394
1194,0.039,255,255,255,3.198,43.760,1.322,3.085,43.523,0.263,0.525
1195,0.767,255,255,255,15.143,44.243,3.247,14.639,43.785,0.985,0.919
1196,0.013,255,255,255,3.337,44.212,0.503,3.282,44.114,0.131,0.197
1197,0.009,255,255,255,2.396,44.311,0.317,2.363,44.245,0.066,0.131
1198,0.004,255,255,255,3.381,44.409,0.186,3.348,44.376,0.066,0.066
1199,0.004,255,255,255,34.431,44.737,0.186,34.398,44.704,0.066,0.066
1200,0.625,255,255,255,26.647,45.373,2.869,26.192,44.901,0.919,0.919
1201,0.004,255,255,255,2.593,45.000,0.186,2.560,44.967,0.066,0.066
1202,0.388,255,255,255,4.093,46.528,6.176,3.610,45.164,1.050,2.626
1203,0.517,255,255,255,15.033,45.755,2.536,14.639,45.361,0.788,0.788
1204,0.534,255,255,255,35.683,48.122,2.667,35.252,47.724,0.853,0.788
1205,0.039,255,255,255,55.766,47.823,0.634,55.667,47.724,0.197,0.197
1206,0.332,255,255,255,5.276,49.270,6.525,4.595,47.855,1.379,2.691
1207,0.366,255,255,255,24.516,48.454,2.142,24.157,48.118,0.722,0.656
1208,0.237,255,255,255,11.312,48.452,1.732,11.028,48.184,0.591,0.525
1209,0.009,255,255,255,64.431,48.446,0.317,64.398,48.381,0.066,0.131
1210,0.289,255,255,255,9.199,49.106,1.902,8.928,48.775,0.525,0.656
1211,0.017,255,255,255,62.593,49.316,0.557,62.494,49.234,0.197,0.197
1212,0.090,255,255,255,62.255,49.964,2.087,62.035,49.562,0.460,0.853
1213,0.504,255,255,255,23.376,50.461,2.590,22.976,50.022,0.788,0.853
1214,0.009,255,255,255,61.739,50.087,0.317,61.707,50.022,0.066,0.131
1215,0.004,255,255,255,8.304,50.317,0.186,8.271,50.284,0.066,0.066
1216,0.065,255,255,255,61.416,50.680,2.142,61.116,50.284,0.525,0.853
1217,0.409,255,255,255,21.040,51.050,2.273,20.678,50.678,0.722,0.722
1218,0.621,255,255,255,49.274,51.490,2.814,48.840,51.006,0.853,0.919
1219,0.013,255,255,255,61.630,51.127,0.371,61.575,51.072,0.131,0.131
1220,0.004,255,255,255,61.543,51.302,0.186,61.510,51.269,0.066,0.066
1221,0.552,255,255,255,51.486,51.772,2.683,51.072,51.335,0.853,0.853
1222,0.030,255,255,255,61.402,51.555,0.820,61.313,51.400,0.197,0.328
1223,0.013,255,255,255,5.109,52.024,0.503,5.055,51.925,0.131,0.197
1224,0.181,255,255,255,7.227,52.746,3.518,6.761,51.991,0.919,1.379
1225,0.013,255,255,255,6.510,52.659,0.371,6.433,52.582,0.131,0.131
1226,0.056,255,255,255,60.634,52.827,1.191,60.459,52.582,0.328,0.460
1227,0.026,255,255,255,59.803,52.834,0.874,59.672,52.648,0.263,0.328
1228,0.409,255,255,255,33.702,53.060,2.312,33.348,52.713,0.722,0.722
1229,0.927,255,255,255,48.094,53.369,3.711,47.462,52.845,1.247,1.050
1230,0.009,255,255,255,59.672,53.074,0.279,59.606,53.041,0.131,0.066
1231,0.004,255,255,255,60.427,53.140,0.186,60.394,53.107,0.066,0.066
1232,0.004,255,255,255,59.573,53.206,0.186,59.540,53.173,0.066,0.066
1233,0.026,255,255,255,60.295,53.370,0.688,60.197,53.238,0.197,0.263
1234,0.004,255,255,255,59.442,53.468,0.186,59.409,53.435,0.066,0.066
1235,0.009,255,255,255,59.311,53.632,0.317,59.278,53.567,0.066,0.131
1236,0.004,255,255,255,60.098,53.665,0.186,60.066,53.632,0.066,0.066
1237,0.004,255,255,255,59.179,53.796,0.186,59.146,53.764,0.066,0.066
1238,0.004,255,255,255,60.033,53.796,0.186,60.000,53.764,0.066,0.066
1239,0.004,255,255,255,59.048,53.928,0.186,59.015,53.895,0.066,0.066
1240,0.004,255,255,255,58.982,54.059,0.186,58.950,54.026,0.066,0.066
1241,0.780,255,255,255,20.081,54.646,3.301,19.628,54.092,0.919,1.116
1242,0.517,255,255,255,31.456,54.892,2.629,31.050,54.486,0.788,0.853
1243,0.004,255,255,255,58.654,54.584,0.186,58.621,54.551,0.066,0.066
1244,0.004,255,255,255,57.998,55.438,0.186,57.965,55.405,0.066,0.066
1245,0.004,255,255,255,58.654,55.700,0.186,58.621,55.667,0.066,0.066
1246,0.358,255,255,255,45.759,56.105,2.142,45.427,55.733,0.656,0.722
1247,0.004,255,255,255,8.698,55.831,0.186,8.665,55.799,0.066,0.066
1248,0.595,255,255,255,28.665,56.389,2.814,28.228,55.930,0.853,0.919
1249,0.293,255,255,255,10.084,57.382,6.745,8.928,56.061,2.232,2.429
1250,0.310,255,255,255,18.228,56.462,1.956,17.921,56.127,0.591,0.656
1251,0.478,255,255,255,24.074,56.585,2.497,23.698,56.192,0.788,0.788
1252,0.004,255,255,255,56.422,57.341,0.186,56.389,57.308,0.066,0.066
1253,0.431,255,255,255,44.301,57.804,2.350,43.917,57.440,0.722,0.722
1254,0.004,255,255,255,56.291,57.473,0.186,56.258,57.440,0.066,0.066
1255,0.948,255,255,255,37.714,58.309,3.819,37.090,57.702,1.247,1.182
1256,0.659,255,255,255,42.090,58.153,2.907,41.619,57.702,0.919,0.919
1257,0.013,255,255,255,56.750,57.866,0.557,56.652,57.768,0.197,0.197
1258,0.582,255,255,255,19.576,59.230,2.814,19.168,58.753,0.788,0.985
1259,0.483,255,255,255,24.572,59.536,2.497,24.157,59.146,0.788,0.788
1260,0.565,255,255,255,23.551,59.837,2.683,23.107,59.409,0.853,0.853
1261,0.004,255,255,255,48.939,59.573,0.186,48.906,59.540,0.066,0.066
1262,0.112,255,255,255,12.841,60.111,2.359,12.407,59.672,0.853,0.788
1263,0.302,255,255,255,37.108,60.166,1.956,36.827,59.803,0.591,0.656
1264,0.655,255,255,255,42.182,61.097,2.907,41.750,60.591,0.853,0.985
1265,0.013,255,255,255,13.621,60.755,0.557,13.523,60.656,0.197,0.197
1266,0.004,255,255,255,26.947,60.820,0.186,26.915,60.788,0.066,0.066
1267,0.009,255,255,255,13.851,60.985,0.371,13.786,60.919,0.131,0.131
1268,0.004,255,255,255,14.015,61.083,0.186,13.982,61.050,0.066,0.066
1269,0.017,255,255,255,14.344,61.313,0.464,14.245,61.247,0.197,0.131
1270,0.004,255,255,255,14.540,61.477,0.186,14.508,61.444,0.066,0.066
1271,0.633,255,255,255,18.280,62.376,2.853,17.856,61.904,0.853,0.919
1272,0.026,255,255,255,14.836,62.462,0.650,14.705,62.363,0.263,0.197
1273,0.004,255,255,255,27.538,63.381,0.186,27.505,63.348,0.066,0.066
1274,0.004,255,255,255,17.298,63.643,0.186,17.265,63.610,0.066,0.066
1275,0.017,255,255,255,18.725,65.022,0.557,18.643,64.923,0.197,0.197
1276,0.017,255,255,255,48.840,65.022,0.650,48.709,64.923,0.263,0.197
1277,0.004,255,255,255,46.378,65.087,0.186,46.346,65.055,0.066,0.066
1278,0.134,255,255,255,19.565,65.464,3.186,18.906,65.120,1.313,0.722
1279,0.004,255,255,255,46.050,65.284,0.186,46.017,65.251,0.066,0.066
1280,0.004,255,255,255,48.217,65.350,0.186,48.184,65.317,0.066,0.066
1281,0.004,255,255,255,48.085,65.416,0.186,48.052,65.383,0.066,0.066
1282,0.013,255,255,255,47.866,65.525,0.371,47.790,65.448,0.131,0.131
1283,0.664,255,255,255,39.003,66.207,3.611,38.534,65.645,0.919,1.116
1284,0.039,255,255,255,44.942,65.773,1.098,44.770,65.645,0.394,0.263
1285,0.004,255,255,255,35.941,65.744,0.186,35.908,65.711,0.066,0.066
1286,0.009,255,255,255,44.639,65.875,0.279,44.573,65.842,0.131,0.066
1287,0.069,255,255,255,46.982,66.031,1.639,46.608,65.842,0.656,0.394
1288,0.009,255,255,255,44.442,65.941,0.279,44.376,65.908,0.131,0.066
1289,3.926,255,255,255,40.627,67.150,20.190,36.827,65.974,7.090,2.232
1290,0.026,255,255,255,44.836,66.072,0.688,44.704,65.974,0.263,0.197
1291,0.004,255,255,255,44.606,66.138,0.186,44.573,66.105,0.066,0.066
1292,0.810,255,255,255,33.767,66.794,6.163,33.020,66.302,1.575,0.985
1293,0.004,255,255,255,40.142,66.335,0.186,40.109,66.302,0.066,0.066
1294,0.009,255,255,255,36.827,66.532,0.279,36.761,66.499,0.131,0.066
1295,0.004,255,255,255,45.262,66.860,0.186,45.230,66.827,0.066,0.066
1296,0.004,255,255,255,45.131,66.925,0.186,45.098,66.893,0.066,0.066
1297,0.004,255,255,255,44.934,66.991,0.186,44.901,66.958,0.066,0.066
1298,1.073,255,255,255,27.565,67.649,10.572,25.799,67.155,3.217,1.050
1299,0.004,255,255,255,43.950,67.319,0.186,43.917,67.286,0.066,0.066
1300,0.009,255,255,255,27.735,67.418,0.317,27.702,67.352,0.066,0.131
1301,0.004,255,255,255,37.451,67.385,0.186,37.418,67.352,0.066,0.066
1302,0.017,255,255,255,37.680,67.385,0.541,37.549,67.352,0.263,0.066
1303,0.013,255,255,255,43.687,67.385,0.410,43.589,67.352,0.197,0.066
1304,0.004,255,255,255,36.729,67.451,0.186,36.696,67.418,0.066,0.066
1305,0.004,255,255,255,43.490,67.451,0.186,43.457,67.418,0.066,0.066
1306,0.013,255,255,255,36.072,67.516,0.410,35.974,67.483,0.197,0.066
1307,0.013,255,255,255,43.293,67.516,0.410,43.195,67.483,0.197,0.066
1308,3.516,255,255,255,32.605,68.096,27.283,29.475,67.549,6.761,1.182
1309,0.009,255,255,255,34.759,67.615,0.317,34.726,67.549,0.066,0.131
1310,0.017,255,255,255,35.071,67.631,0.503,34.989,67.549,0.197,0.131
1311,0.030,255,255,255,35.388,67.601,0.727,35.252,67.549,0.328,0.131
1312,0.017,255,255,255,35.777,67.582,0.541,35.645,67.549,0.263,0.066
1313,0.009,255,255,255,43.063,67.582,0.279,42.998,67.549,0.131,0.066
1314,0.004,255,255,255,26.554,67.648,0.186,26.521,67.615,0.066,0.066
1315,0.034,255,255,255,42.702,67.680,0.989,42.473,67.615,0.460,0.131
1316,0.004,255,255,255,26.750,67.713,0.186,26.718,67.680,0.066,0.066
1317,0.009,255,255,255,27.046,67.779,0.279,26.980,67.746,0.131,0.066
1318,0.095,255,255,255,41.700,67.922,2.991,41.028,67.746,1.379,0.328
1319,0.004,255,255,255,26.357,68.041,0.186,26.324,68.009,0.066,0.066
1320,0.004,255,255,255,34.365,68.107,0.186,34.333,68.074,0.066,0.066
1321,0.004,255,255,255,66.269,68.107,0.186,66.236,68.074,0.066,0.066
1322,0.004,255,255,255,26.882,68.173,0.186,26.849,68.140,0.066,0.066
1323,0.004,255,255,255,36.138,68.173,0.186,36.105,68.140,0.066,0.066
1324,0.013,255,255,255,25.656,68.348,0.371,25.602,68.271,0.131,0.131
1325,0.215,255,255,255,35.182,68.502,3.131,34.661,68.271,1.116,0.460
1326,0.009,255,255,255,34.726,68.370,0.279,34.661,68.337,0.131,0.066
1327,0.004,255,255,255,27.998,68.435,0.186,27.965,68.402,0.066,0.066
1328,0.009,255,255,255,28.293,68.501,0.279,28.228,68.468,0.131,0.066
1329,0.004,255,255,255,28.589,68.567,0.186,28.556,68.534,0.066,0.066
1330,0.004,255,255,255,35.350,68.698,0.186,35.317,68.665,0.066,0.066
1331,0.004,255,255,255,29.639,68.764,0.186,29.606,68.731,0.066,0.066
1332,0.004,255,255,255,30.033,68.829,0.186,30.000,68.796,0.066,0.066
1333,0.047,255,255,255,32.330,68.960,1.460,31.969,68.928,0.722,0.066
1334,0.022,255,255,255,59.258,69.236,0.557,59.146,69.125,0.197,0.197
1335,0.009,255,255,255,34.333,0.821,0.279,34.267,0.788,0.131,0.066
1336,0.004,255,255,255,34.891,0.821,0.186,34.858,0.788,0.066,0.066
1337,0.758,255,255,255,29.984,1.287,13.074,27.702,0.853,5.974,0.985
1338,0.009,255,255,255,33.807,0.886,0.279,33.742,0.853,0.131,0.066
1339,0.009,255,255,255,34.365,0.985,0.317,34.333,0.919,0.066,0.131
1340,0.052,255,255,255,35.120,0.952,1.591,34.726,0.919,0.788,0.066
1341,0.004,255,255,255,35.613,0.952,0.186,35.580,0.919,0.066,0.066
1342,0.039,255,255,255,36.116,0.974,1.121,35.842,0.919,0.525,0.131
1343,0.030,255,255,255,33.578,1.018,0.935,33.348,0.985,0.460,0.066
1344,0.069,255,255,255,36.958,1.018,2.117,36.433,0.985,1.050,0.066
1345,0.004,255,255,255,37.582,1.018,0.186,37.549,0.985,0.066,0.066
1346,0.284,255,255,255,39.713,1.276,8.274,37.680,1.050,3.939,0.525
1347,0.168,255,255,255,27.340,1.782,2.257,26.849,1.575,0.853,0.394
1348,0.013,255,255,255,41.849,1.608,0.410,41.750,1.575,0.197,0.066
1349,0.116,255,255,255,41.295,1.759,3.593,40.438,1.641,1.707,0.263
1350,0.116,255,255,255,42.736,1.788,3.122,42.013,1.641,1.444,0.328
1351,0.009,255,255,255,26.718,1.805,0.279,26.652,1.772,0.131,0.066
1352,0.009,255,255,255,44.179,1.871,0.279,44.114,1.838,0.131,0.066
1353,0.004,255,255,255,26.685,1.937,0.186,26.652,1.904,0.066,0.066
1354,0.009,255,255,255,42.341,1.937,0.279,42.276,1.904,0.131,0.066
1355,0.030,255,255,255,44.540,1.965,0.989,44.311,1.904,0.460,0.131
1356,0.009,255,255,255,26.521,2.002,0.279,26.455,1.969,0.131,0.066
1357,0.004,255,255,255,42.637,2.002,0.186,42.604,1.969,0.066,0.066
1358,0.207,255,255,255,44.756,2.304,4.969,43.523,1.969,2.232,0.656
1359,0.017,255,255,255,42.998,2.084,0.595,42.866,2.035,0.263,0.131
1360,0.004,255,255,255,26.094,2.133,0.186,26.061,2.101,0.066,0.066
1361,0.004,255,255,255,36.072,2.133,0.186,36.039,2.101,0.066,0.066
1362,0.013,255,255,255,45.197,2.133,0.410,45.098,2.101,0.197,0.066
1363,0.004,255,255,255,25.766,2.265,0.186,25.733,2.232,0.066,0.066
1364,0.009,255,255,255,25.470,2.330,0.279,25.405,2.298,0.131,0.066
1365,0.013,255,255,255,25.109,2.462,0.410,25.011,2.429,0.197,0.066
1366,0.004,255,255,255,46.247,2.462,0.186,46.214,2.429,0.066,0.066
1367,0.009,255,255,255,67.122,2.495,0.317,67.090,2.429,0.066,0.131
1368,0.388,255,255,255,23.702,2.874,3.749,22.910,2.495,1.510,0.722
1369,0.013,255,255,255,24.409,2.724,0.503,24.354,2.626,0.131,0.197
1370,0.009,255,255,255,45.886,2.659,0.279,45.820,2.626,0.131,0.066
1371,0.030,255,255,255,46.219,2.752,0.858,46.017,2.691,0.394,0.131
1372,0.086,255,255,255,46.884,2.967,1.940,46.477,2.823,0.853,0.328
1373,0.013,255,255,255,22.987,3.228,0.371,22.910,3.151,0.131,0.131
1374,0.013,255,255,255,47.494,3.206,0.464,47.396,3.151,0.197,0.131
1375,0.612,255,255,255,21.360,3.798,6.634,20.153,3.217,2.495,1.182
1376,0.004,255,255,255,22.615,3.249,0.186,22.582,3.217,0.066,0.066
1377,0.009,255,255,255,22.779,3.348,0.371,22.713,3.282,0.131,0.131
1378,0.474,255,255,255,49.830,4.190,10.313,47.724,3.282,4.333,2.035
1379,0.004,255,255,255,48.807,3.446,0.186,48.775,3.414,0.066,0.066
1380,0.004,255,255,255,44.278,3.643,0.186,44.245,3.610,0.066,0.066
1381,0.004,255,255,255,49.792,3.840,0.186,49.759,3.807,0.066,0.066
1382,0.099,255,255,255,44.883,4.228,1.098,44.704,4.070,0.394,0.328
1383,0.004,255,255,255,20.055,4.234,0.186,20.022,4.201,0.066,0.066
1384,0.090,255,255,255,19.801,4.506,1.639,19.562,4.333,0.460,0.394
1385,0.013,255,255,255,20.252,4.453,0.464,20.153,4.398,0.197,0.131
1386,0.017,255,255,255,19.365,4.595,0.595,19.234,4.530,0.263,0.131
1387,0.026,255,255,255,19.442,4.814,0.781,19.300,4.726,0.328,0.197
1388,0.013,255,255,255,18.545,5.000,0.464,18.446,4.923,0.197,0.131
1389,0.009,255,255,255,19.234,4.989,0.371,19.168,4.923,0.131,0.131
1390,0.030,255,255,255,18.263,5.172,0.688,18.118,5.055,0.263,0.197
1391,0.004,255,255,255,18.020,5.284,0.186,17.987,5.252,0.066,0.066
1392,0.009,255,255,255,18.578,5.284,0.279,18.512,5.252,0.131,0.066
1393,0.022,255,255,255,17.770,5.455,0.503,17.659,5.383,0.197,0.131
1394,0.004,255,255,255,52.221,5.416,0.186,52.188,5.383,0.066,0.066
1395,0.004,255,255,255,52.352,5.481,0.186,52.319,5.449,0.066,0.066
1396,0.121,255,255,255,52.976,5.819,2.830,52.451,5.449,1.116,0.722
1397,0.125,255,255,255,17.058,5.850,2.475,16.608,5.514,0.985,0.656
1398,0.319,255,255,255,29.736,5.827,2.087,29.409,5.514,0.656,0.656
1399,0.108,255,255,255,54.201,6.589,2.660,53.698,6.236,1.050,0.722
1400,0.022,255,255,255,39.171,6.505,0.503,39.059,6.433,0.197,0.131
1401,0.030,255,255,255,15.244,7.076,0.688,15.098,6.958,0.263,0.197
1402,0.302,255,255,255,55.850,7.750,5.561,54.814,6.958,2.101,1.641
1403,0.030,255,255,255,14.850,7.394,0.820,14.770,7.221,0.197,0.328
1404,0.026,255,255,255,19.705,7.363,0.595,19.628,7.287,0.197,0.197
1405,0.009,255,255,255,55.930,7.484,0.371,55.864,7.418,0.131,0.131
1406,0.198,255,255,255,14.178,7.860,2.900,13.654,7.484,0.919,0.788
1407,0.004,255,255,255,14.672,7.582,0.186,14.639,7.549,0.066,0.066
1408,0.004,255,255,255,18.676,7.582,0.186,18.643,7.549,0.066,0.066
1409,0.185,255,255,255,16.759,8.092,1.585,16.477,7.877,0.525,0.460
1410,0.004,255,255,255,13.359,8.370,0.186,13.326,8.337,0.066,0.066
1411,0.022,255,255,255,13.635,8.422,0.650,13.523,8.337,0.263,0.197
1412,0.030,255,255,255,12.852,8.792,1.021,12.670,8.600,0.394,0.328
1413,0.004,255,255,255,13.359,8.632,0.186,13.326,8.600,0.066,0.066
1414,0.013,255,255,255,57.079,8.698,0.557,56.980,8.600,0.197,0.197
1415,1.245,255,255,255,13.590,12.693,20.736,10.963,8.731,6.302,7.681
1416,0.569,255,255,255,25.177,9.260,2.721,24.748,8.862,0.853,0.853
1417,0.022,255,255,255,45.919,8.961,0.557,45.820,8.862,0.197,0.197
1418,0.004,255,255,255,12.899,9.026,0.186,12.866,8.993,0.066,0.066
1419,0.004,255,255,255,57.473,9.026,0.186,57.440,8.993,0.066,0.066
1420,0.004,255,255,255,12.768,9.158,0.186,12.735,9.125,0.066,0.066
1421,0.004,255,255,255,57.604,9.158,0.186,57.571,9.125,0.066,0.066
1422,0.009,255,255,255,12.144,9.387,0.371,12.079,9.322,0.131,0.131
1423,0.004,255,255,255,34.431,9.354,0.186,34.398,9.322,0.066,0.066
1424,0.009,255,255,255,57.899,9.387,0.371,57.834,9.322,0.131,0.131
1425,0.009,255,255,255,34.136,9.486,0.279,34.070,9.453,0.131,0.066
1426,0.009,255,255,255,36.039,9.486,0.279,35.974,9.453,0.131,0.066
1427,0.004,255,255,255,56.685,9.486,0.186,56.652,9.453,0.066,0.066
1428,0.508,255,255,255,19.519,9.973,2.629,19.103,9.584,0.853,0.788
1429,0.009,255,255,255,47.888,9.716,0.317,47.855,9.650,0.066,0.131
1430,0.095,255,255,255,50.257,9.874,1.044,50.087,9.716,0.328,0.328
1431,0.203,255,255,255,57.005,10.120,1.863,56.783,9.716,0.460,0.722
1432,0.022,255,255,255,58.759,10.155,0.650,58.621,10.044,0.263,0.197
1433,0.009,255,255,255,11.094,10.372,0.371,11.028,10.306,0.131,0.131
1434,0.009,255,255,255,59.146,10.569,0.371,59.081,10.503,0.131,0.131
1435,0.004,255,255,255,42.111,10.602,0.186,42.079,10.569,0.066,0.066
1436,0.241,255,255,255,53.407,10.875,1.786,53.107,10.569,0.591,0.591
1437,0.069,255,255,255,59.544,10.930,1.671,59.278,10.635,0.591,0.591
1438,0.741,255,255,255,24.942,11.433,3.208,24.486,10.963,0.919,0.985
1439,0.345,255,255,255,50.953,11.358,2.087,50.613,11.028,0.656,0.656
1440,0.315,255,255,255,58.622,11.422,2.011,58.293,11.094,0.656,0.656
1441,0.297,255,255,255,35.283,11.566,1.918,34.989,11.225,0.591,0.656
1442,0.194,255,255,255,60.658,12.138,4.981,59.869,11.291,1.575,1.838
1443,0.056,255,255,255,54.529,12.339,0.820,54.420,12.210,0.263,0.263
