 ,Area,Mean,Min,Max,XM,YM,Perim.,BX,BY,Width,Height
1,0.022,255,255,255,32.908,0.676,0.634,32.757,0.591,0.263,0.131
2,0.022,255,255,255,33.210,0.676,0.595,33.085,0.591,0.263,0.131
3,1.194,255,255,255,38.985,1.025,21.594,33.413,0.591,9.781,1.116
4,0.030,255,255,255,31.027,0.802,0.727,30.853,0.722,0.328,0.131
5,0.009,255,255,255,38.731,0.755,0.279,38.665,0.722,0.131,0.066
6,0.004,255,255,255,33.775,0.821,0.186,33.742,0.788,0.066,0.066
7,0.116,255,255,255,34.759,0.821,3.561,33.873,0.788,1.772,0.066
8,0.009,255,255,255,35.777,0.821,0.279,35.711,0.788,0.131,0.066
9,0.039,255,255,255,32.790,0.886,1.198,32.494,0.853,0.591,0.066
10,0.009,255,255,255,37.024,0.886,0.279,36.958,0.853,0.131,0.066
11,0.013,255,255,255,29.901,0.952,0.410,29.803,0.919,0.197,0.066
12,0.013,255,255,255,31.936,0.952,0.410,31.838,0.919,0.197,0.066
13,0.022,255,255,255,37.779,0.952,0.672,37.615,0.919,0.328,0.066
14,0.009,255,255,255,29.672,1.018,0.279,29.606,0.985,0.131,0.066
15,0.004,255,255,255,38.501,1.018,0.186,38.468,0.985,0.066,0.066
16,0.009,255,255,255,29.278,1.083,0.279,29.212,1.050,0.131,0.066
17,0.004,255,255,255,30.624,1.083,0.186,30.591,1.050,0.066,0.066
18,0.004,255,255,255,28.720,1.149,0.186,28.687,1.116,0.066,0.066
19,0.009,255,255,255,28.424,1.214,0.279,28.359,1.182,0.131,0.066
20,0.022,255,255,255,29.705,1.214,0.672,29.540,1.182,0.328,0.066
21,0.004,255,255,255,28.129,1.280,0.186,28.096,1.247,0.066,0.066
22,0.022,255,255,255,29.311,1.280,0.672,29.147,1.247,0.328,0.066
23,0.004,255,255,255,27.735,1.346,0.186,27.702,1.313,0.066,0.066
24,0.009,255,255,255,28.950,1.346,0.279,28.884,1.313,0.131,0.066
25,0.004,255,255,255,17.954,1.411,0.186,17.921,1.379,0.066,0.066
26,0.022,255,255,255,28.589,1.411,0.672,28.424,1.379,0.328,0.066
27,0.009,255,255,255,28.162,1.477,0.279,28.096,1.444,0.131,0.066
28,0.013,255,255,255,27.866,1.543,0.410,27.768,1.510,0.197,0.066
29,0.009,255,255,255,27.637,1.608,0.279,27.571,1.575,0.131,0.066
30,0.004,255,255,255,43.293,1.608,0.186,43.260,1.575,0.066,0.066
31,0.155,255,255,255,26.402,1.889,4.498,25.602,1.641,1.838,0.460
32,0.009,255,255,255,43.523,1.674,0.279,43.457,1.641,0.131,0.066
33,9.950,255,255,255,17.038,10.454,108.529,2.691,1.838,38.271,26.061
34,0.009,255,255,255,43.982,1.871,0.279,43.917,1.838,0.131,0.066
35,0.004,255,255,255,25.372,2.002,0.186,25.339,1.969,0.066,0.066
36,0.052,255,255,255,44.475,2.106,1.152,44.245,1.969,0.460,0.328
37,0.004,255,255,255,25.175,2.068,0.186,25.142,2.035,0.066,0.066
38,0.017,255,255,255,44.869,2.166,0.464,44.770,2.101,0.197,0.131
39,0.009,255,255,255,25.339,2.199,0.279,25.273,2.166,0.131,0.066
40,0.060,255,255,255,45.253,2.307,1.229,45.033,2.166,0.460,0.263
41,0.203,255,255,255,23.944,2.681,5.209,22.779,2.298,2.298,0.788
42,0.004,255,255,255,44.803,2.330,0.186,44.770,2.298,0.066,0.066
43,0.004,255,255,255,45.722,2.396,0.186,45.689,2.363,0.066,0.066
44,0.004,255,255,255,46.904,2.790,0.186,46.871,2.757,0.066,0.066
45,0.004,255,255,255,22.746,2.921,0.186,22.713,2.888,0.066,0.066
46,0.026,255,255,255,32.691,2.965,0.595,32.560,2.888,0.263,0.131
47,0.026,255,255,255,41.389,3.020,0.727,41.225,2.954,0.328,0.131
48,0.004,255,255,255,22.680,3.118,0.186,22.648,3.085,0.066,0.066
49,0.017,255,255,255,41.882,3.151,0.595,41.750,3.085,0.263,0.131
50,0.095,255,255,255,22.057,3.345,2.158,21.663,3.217,0.788,0.328
51,0.004,255,255,255,21.433,3.446,0.186,21.400,3.414,0.066,0.066
52,0.207,255,255,255,20.779,3.984,4.940,19.694,3.479,2.035,1.050
53,0.009,255,255,255,48.709,3.578,0.279,48.643,3.545,0.131,0.066
54,0.004,255,255,255,48.742,3.840,0.186,48.709,3.807,0.066,0.066
55,0.004,255,255,255,49.726,4.037,0.186,49.694,4.004,0.066,0.066
56,0.004,255,255,255,49.858,4.103,0.186,49.825,4.070,0.066,0.066
57,1.168,255,255,255,14.740,7.812,24.609,10.241,4.530,9.387,7.090
58,0.004,255,255,255,50.252,5.350,0.186,50.219,5.317,0.066,0.066
59,0.017,255,255,255,20.563,5.826,0.464,20.481,5.777,0.197,0.131
60,0.017,255,255,255,20.153,6.039,0.595,20.022,5.974,0.263,0.131
61,0.026,255,255,255,19.759,6.225,0.688,19.628,6.105,0.263,0.197
62,0.017,255,255,255,19.480,6.400,0.688,19.365,6.302,0.197,0.197
63,0.086,255,255,255,18.988,6.647,1.694,18.709,6.499,0.656,0.328
64,0.017,255,255,255,50.268,6.860,0.557,50.153,6.761,0.197,0.197
65,0.052,255,255,255,18.386,6.969,1.191,18.184,6.827,0.460,0.328
66,0.004,255,255,255,50.448,6.991,0.186,50.416,6.958,0.066,0.066
67,0.004,255,255,255,50.645,7.123,0.186,50.613,7.090,0.066,0.066
68,0.017,255,255,255,17.954,7.205,0.464,17.856,7.155,0.197,0.131
69,0.017,255,255,255,17.741,7.352,0.557,17.659,7.287,0.197,0.131
70,0.142,255,255,255,17.031,7.765,2.830,16.477,7.418,1.116,0.656
71,0.043,255,255,255,16.260,8.271,1.005,16.083,8.074,0.328,0.328
72,0.009,255,255,255,15.952,8.435,0.279,15.886,8.403,0.131,0.066
73,0.013,255,255,255,15.635,8.610,0.371,15.558,8.534,0.131,0.131
74,0.237,255,255,255,14.641,9.480,5.321,13.720,8.862,1.575,1.313
75,0.004,255,255,255,56.750,9.551,0.186,56.718,9.519,0.066,0.066
76,0.009,255,255,255,14.770,9.683,0.279,14.705,9.650,0.131,0.066
77,0.004,255,255,255,14.672,9.945,0.186,14.639,9.912,0.066,0.066
78,0.009,255,255,255,14.606,10.109,0.317,14.573,10.044,0.066,0.131
79,0.013,255,255,255,13.468,10.383,0.371,13.392,10.306,0.131,0.131
80,0.004,255,255,255,53.206,10.799,0.186,53.173,10.766,0.066,0.066
81,0.017,255,255,255,53.649,11.176,0.503,53.567,11.094,0.197,0.131
82,0.009,255,255,255,53.829,11.291,0.371,53.764,11.225,0.131,0.131
83,0.004,255,255,255,53.928,11.455,0.186,53.895,11.422,0.066,0.066
84,0.034,255,255,255,54.166,11.619,0.874,54.026,11.422,0.263,0.328
85,0.164,255,255,255,9.479,12.535,4.479,8.665,11.816,1.444,1.641
86,0.013,255,255,255,54.387,11.937,0.464,54.289,11.882,0.197,0.131
87,0.017,255,255,255,11.455,12.276,0.464,11.357,12.210,0.197,0.131
88,0.004,255,255,255,54.847,12.309,0.186,54.814,12.276,0.066,0.066
89,0.009,255,255,255,11.291,12.473,0.371,11.225,12.407,0.131,0.131
90,0.004,255,255,255,55.044,12.505,0.186,55.011,12.473,0.066,0.066
91,0.004,255,255,255,11.061,12.702,0.186,11.028,12.670,0.066,0.066
92,0.004,255,255,255,8.567,13.556,0.186,8.534,13.523,0.066,0.066
93,0.034,255,255,255,8.304,13.958,1.191,8.140,13.720,0.328,0.460
94,0.004,255,255,255,62.133,13.884,0.186,62.101,13.851,0.066,0.066
95,0.022,255,255,255,56.265,14.133,0.503,56.192,14.048,0.131,0.197
96,0.022,255,255,255,7.963,14.409,0.874,7.812,14.245,0.263,0.328
97,0.009,255,255,255,7.746,14.672,0.279,7.681,14.639,0.131,0.066
98,0.004,255,255,255,7.648,14.803,0.186,7.615,14.770,0.066,0.066
99,0.022,255,255,255,7.438,15.079,0.688,7.352,14.967,0.197,0.263
100,0.004,255,255,255,7.188,15.394,0.186,7.155,15.361,0.066,0.066
101,0.004,255,255,255,7.123,15.525,0.186,7.090,15.492,0.066,0.066
102,0.009,255,255,255,7.024,15.689,0.371,6.958,15.624,0.131,0.131
103,0.004,255,255,255,10.339,15.722,0.186,10.306,15.689,0.066,0.066
104,0.009,255,255,255,6.860,15.886,0.317,6.827,15.821,0.066,0.131
105,0.013,255,255,255,59.157,15.919,0.503,59.081,15.821,0.131,0.197
106,0.017,255,255,255,59.343,16.247,0.503,59.278,16.149,0.131,0.197
107,0.009,255,255,255,6.630,16.280,0.371,6.565,16.214,0.131,0.131
108,0.004,255,255,255,6.860,16.379,0.186,6.827,16.346,0.066,0.066
109,0.004,255,255,255,59.442,16.444,0.186,59.409,16.411,0.066,0.066
110,0.004,255,255,255,6.466,16.510,0.186,6.433,16.477,0.066,0.066
111,0.009,255,255,255,59.573,16.608,0.317,59.540,16.543,0.066,0.131
112,0.004,255,255,255,6.400,16.641,0.186,6.368,16.608,0.066,0.066
113,0.004,255,255,255,59.704,16.838,0.186,59.672,16.805,0.066,0.066
114,0.004,255,255,255,6.203,16.969,0.186,6.171,16.937,0.066,0.066
115,0.009,255,255,255,59.770,17.002,0.317,59.737,16.937,0.066,0.131
116,0.500,255,255,255,60.861,18.802,7.732,59.869,17.133,1.641,2.495
117,0.004,255,255,255,6.007,17.298,0.186,5.974,17.265,0.066,0.066
118,0.013,255,255,255,5.853,17.560,0.503,5.777,17.462,0.131,0.197
119,0.004,255,255,255,5.744,17.757,0.186,5.711,17.724,0.066,0.066
120,0.004,255,255,255,5.613,17.954,0.186,5.580,17.921,0.066,0.066
121,0.009,255,255,255,64.628,18.118,0.317,64.595,18.052,0.066,0.131
122,0.009,255,255,255,36.433,20.055,0.279,36.368,20.022,0.131,0.066
123,0.009,255,255,255,62.954,20.350,0.371,62.888,20.284,0.131,0.131
124,0.013,255,255,255,8.501,20.645,0.410,8.403,20.613,0.197,0.066
125,0.004,255,255,255,8.435,20.974,0.186,8.403,20.941,0.066,0.066
126,0.004,255,255,255,10.864,21.039,0.186,10.831,21.007,0.066,0.066
127,0.004,255,255,255,8.173,21.105,0.186,8.140,21.072,0.066,0.066
128,0.009,255,255,255,66.466,21.203,0.317,66.433,21.138,0.066,0.131
129,0.039,255,255,255,31.484,21.513,1.152,31.247,21.335,0.460,0.328
130,0.004,255,255,255,44.672,21.368,0.186,44.639,21.335,0.066,0.066
131,0.004,255,255,255,3.840,21.499,0.186,3.807,21.466,0.066,0.066
132,0.060,255,255,255,66.344,21.719,1.268,66.236,21.466,0.263,0.525
133,0.013,255,255,255,66.597,21.564,0.448,66.564,21.466,0.066,0.197
134,0.004,255,255,255,61.805,21.630,0.186,61.772,21.597,0.066,0.066
135,0.004,255,255,255,66.466,22.090,0.186,66.433,22.057,0.066,0.066
136,0.004,255,255,255,66.860,22.155,0.186,66.827,22.122,0.066,0.066
137,0.004,255,255,255,66.532,22.221,0.186,66.499,22.188,0.066,0.066
138,0.009,255,255,255,45.886,22.287,0.279,45.820,22.254,0.131,0.066
139,0.009,255,255,255,62.330,22.648,0.317,62.297,22.582,0.066,0.131
140,0.004,255,255,255,66.663,22.615,0.186,66.630,22.582,0.066,0.066
141,0.004,255,255,255,3.249,22.943,0.186,3.217,22.910,0.066,0.066
142,0.108,255,255,255,61.868,23.901,1.175,61.707,23.698,0.328,0.394
143,0.004,255,255,255,39.486,23.862,0.186,39.453,23.829,0.066,0.066
144,0.069,255,255,255,61.575,24.244,0.912,61.444,24.092,0.263,0.328
145,0.022,255,255,255,67.227,24.217,0.634,67.155,24.092,0.131,0.263
146,0.004,255,255,255,67.319,24.453,0.186,67.286,24.420,0.066,0.066
147,0.004,255,255,255,53.009,24.519,0.186,52.976,24.486,0.066,0.066
148,0.004,255,255,255,56.685,24.519,0.186,56.652,24.486,0.066,0.066
149,0.013,255,255,255,43.249,24.759,0.371,43.195,24.683,0.131,0.131
150,0.013,255,255,255,2.418,24.847,0.503,2.363,24.748,0.131,0.197
151,0.004,255,255,255,49.070,24.978,0.186,49.037,24.945,0.066,0.066
152,0.004,255,255,255,60.755,25.044,0.186,60.722,25.011,0.066,0.066
153,0.004,255,255,255,2.265,25.175,0.186,2.232,25.142,0.066,0.066
154,0.405,255,255,255,64.096,26.430,4.739,63.742,25.339,0.656,1.969
155,0.004,255,255,255,32.790,25.503,0.186,32.757,25.470,0.066,0.066
156,0.017,255,255,255,46.214,25.569,0.650,46.083,25.470,0.263,0.197
157,0.004,255,255,255,32.921,25.635,0.186,32.888,25.602,0.066,0.066
158,0.004,255,255,255,46.510,25.700,0.186,46.477,25.667,0.066,0.066
159,0.004,255,255,255,61.346,25.766,0.186,61.313,25.733,0.066,0.066
160,0.004,255,255,255,37.845,26.028,0.186,37.812,25.996,0.066,0.066
161,0.013,255,255,255,56.685,26.225,0.448,56.652,26.127,0.066,0.197
162,0.004,255,255,255,1.871,26.882,0.186,1.838,26.849,0.066,0.066
163,1.090,255,255,255,2.380,30.657,12.225,2.035,27.965,0.788,5.514
164,0.030,255,255,255,64.675,28.654,1.028,64.595,28.424,0.131,0.460
165,0.276,255,255,255,64.188,30.076,6.714,63.939,28.556,0.460,3.085
166,0.004,255,255,255,1.411,28.917,0.186,1.379,28.884,0.066,0.066
167,0.009,255,255,255,48.020,29.147,0.317,47.987,29.081,0.066,0.131
168,0.013,255,255,255,64.759,29.311,0.448,64.726,29.212,0.066,0.197
169,0.009,255,255,255,64.825,29.606,0.317,64.792,29.540,0.066,0.131
170,0.009,255,255,255,68.665,29.672,0.371,68.599,29.606,0.131,0.131
171,0.004,255,255,255,68.501,29.770,0.186,68.468,29.737,0.066,0.066
172,0.004,255,255,255,64.890,29.967,0.186,64.858,29.934,0.066,0.066
173,0.004,255,255,255,64.890,30.164,0.186,64.858,30.131,0.066,0.066
174,0.004,255,255,255,31.608,30.361,0.186,31.575,30.328,0.066,0.066
175,0.022,255,255,255,64.930,30.558,0.765,64.858,30.394,0.131,0.328
176,0.013,255,255,255,64.956,30.952,0.448,64.923,30.853,0.066,0.197
177,0.009,255,255,255,1.149,30.985,0.317,1.116,30.919,0.066,0.131
178,0.009,255,255,255,1.083,31.575,0.317,1.050,31.510,0.066,0.131
179,0.017,255,255,255,64.415,31.805,0.503,64.332,31.707,0.131,0.197
180,149.275,255,255,255,37.812,56.084,261.508,1.772,31.707,64.529,35.580
181,0.013,255,255,255,2.090,33.621,0.371,2.035,33.545,0.131,0.131
182,0.159,255,255,255,2.052,34.353,2.952,1.969,33.742,0.197,1.313
183,0.009,255,255,255,0.952,34.201,0.317,0.919,34.136,0.066,0.131
184,0.004,255,255,255,0.952,34.497,0.186,0.919,34.464,0.066,0.066
185,0.147,255,255,255,68.794,36.510,3.128,68.731,35.777,0.131,1.510
186,0.659,255,255,255,1.129,37.340,5.193,0.919,36.236,0.460,2.298
187,0.371,255,255,255,66.222,37.121,3.880,66.039,36.302,0.328,1.575
188,0.009,255,255,255,25.241,36.499,0.317,25.208,36.433,0.066,0.131
189,0.009,255,255,255,68.698,37.483,0.317,68.665,37.418,0.066,0.131
190,0.013,255,255,255,68.698,37.713,0.448,68.665,37.615,0.066,0.197
191,0.022,255,255,255,68.435,37.845,0.711,68.402,37.680,0.066,0.328
192,0.009,255,255,255,68.698,37.943,0.317,68.665,37.877,0.066,0.131
193,0.004,255,255,255,34.562,37.976,0.186,34.529,37.943,0.066,0.066
194,0.043,255,255,255,64.300,38.416,1.213,64.201,38.140,0.197,0.525
195,0.026,255,255,255,68.370,38.468,0.842,68.337,38.271,0.066,0.394
196,0.004,255,255,255,68.632,38.304,0.186,68.599,38.271,0.066,0.066
197,22.969,255,255,255,53.069,58.477,148.256,23.632,38.403,45.033,30.525
198,0.013,255,255,255,1.214,38.764,0.410,1.116,38.731,0.197,0.066
199,0.060,255,255,255,64.173,39.364,1.607,64.070,39.059,0.197,0.722
200,0.009,255,255,255,39.125,39.617,0.279,39.059,39.584,0.131,0.066
201,0.009,255,255,255,1.346,40.109,0.317,1.313,40.044,0.066,0.131
202,0.009,255,255,255,7.812,40.142,0.279,7.746,40.109,0.131,0.066
203,0.004,255,255,255,1.608,40.273,0.186,1.575,40.241,0.066,0.066
204,0.009,255,255,255,1.444,40.470,0.279,1.379,40.438,0.131,0.066
205,0.009,255,255,255,1.674,40.503,0.317,1.641,40.438,0.066,0.131
206,0.004,255,255,255,63.971,40.602,0.186,63.939,40.569,0.066,0.066
207,0.004,255,255,255,1.674,40.733,0.186,1.641,40.700,0.066,0.066
208,0.013,255,255,255,63.665,40.886,0.371,63.610,40.831,0.131,0.131
209,0.039,255,255,255,1.601,41.068,0.951,1.444,40.963,0.394,0.197
210,0.009,255,255,255,1.805,41.225,0.317,1.772,41.160,0.066,0.131
211,0.013,255,255,255,1.630,41.368,0.371,1.575,41.291,0.131,0.131
212,14.600,255,255,255,16.597,60.160,116.631,1.772,41.357,33.873,26.521
213,0.004,255,255,255,1.674,41.586,0.186,1.641,41.554,0.066,0.066
214,0.009,255,255,255,1.740,42.079,0.317,1.707,42.013,0.066,0.131
215,0.004,255,255,255,2.921,43.096,0.186,2.888,43.063,0.066,0.066
216,0.004,255,255,255,2.068,43.359,0.186,2.035,43.326,0.066,0.066
217,0.004,255,255,255,5.744,43.687,0.186,5.711,43.654,0.066,0.066
218,0.017,255,255,255,65.071,43.966,0.503,64.989,43.851,0.131,0.197
219,0.004,255,255,255,3.249,44.212,0.186,3.217,44.179,0.066,0.066
220,0.009,255,255,255,64.956,44.311,0.317,64.923,44.245,0.066,0.131
221,0.022,255,255,255,64.772,44.934,0.765,64.726,44.770,0.131,0.328
222,0.009,255,255,255,6.433,45.262,0.279,6.368,45.230,0.131,0.066
223,0.004,255,255,255,6.335,45.394,0.186,6.302,45.361,0.066,0.066
224,0.039,255,255,255,50.551,45.897,0.897,50.481,45.689,0.131,0.394
225,0.004,255,255,255,61.739,45.788,0.186,61.707,45.755,0.066,0.066
226,0.047,255,255,255,6.669,46.277,0.820,6.565,46.149,0.197,0.263
227,0.056,255,255,255,6.759,46.651,0.912,6.630,46.477,0.263,0.328
228,0.009,255,255,255,6.827,46.969,0.279,6.761,46.936,0.131,0.066
229,0.009,255,255,255,45.886,46.969,0.279,45.820,46.936,0.131,0.066
230,0.004,255,255,255,6.926,47.232,0.186,6.893,47.199,0.066,0.066
231,0.004,255,255,255,3.512,47.429,0.186,3.479,47.396,0.066,0.066
232,0.004,255,255,255,64.693,47.494,0.186,64.661,47.462,0.066,0.066
233,0.004,255,255,255,3.643,47.757,0.186,3.610,47.724,0.066,0.066
234,0.004,255,255,255,8.107,47.823,0.186,8.074,47.790,0.066,0.066
235,0.004,255,255,255,62.921,48.348,0.186,62.888,48.315,0.066,0.066
236,0.543,255,255,255,61.667,50.812,9.541,60.459,48.971,2.166,3.873
237,0.004,255,255,255,4.891,49.070,0.186,4.858,49.037,0.066,0.066
238,0.004,255,255,255,4.300,49.201,0.186,4.267,49.168,0.066,0.066
239,0.030,255,255,255,5.088,49.520,0.874,4.989,49.365,0.197,0.328
240,0.009,255,255,255,5.252,49.825,0.371,5.186,49.759,0.131,0.131
241,0.013,255,255,255,29.201,51.521,0.371,29.147,51.466,0.131,0.131
242,0.004,255,255,255,59.901,53.074,0.186,59.869,53.041,0.066,0.066
243,0.004,255,255,255,59.770,53.271,0.186,59.737,53.238,0.066,0.066
244,0.065,255,255,255,60.046,53.534,1.694,59.803,53.238,0.460,0.656
245,0.013,255,255,255,59.639,54.125,0.557,59.540,54.026,0.197,0.197
246,0.009,255,255,255,36.729,54.945,0.317,36.696,54.880,0.066,0.131
247,0.004,255,255,255,58.654,55.438,0.186,58.621,55.405,0.066,0.066
248,0.034,255,255,255,58.203,55.995,1.005,58.096,55.799,0.263,0.394
249,0.009,255,255,255,60.427,55.930,0.317,60.394,55.864,0.066,0.131
250,0.004,255,255,255,59.770,56.225,0.186,59.737,56.192,0.066,0.066
251,0.004,255,255,255,57.866,56.357,0.186,57.834,56.324,0.066,0.066
252,0.004,255,255,255,57.473,56.816,0.186,57.440,56.783,0.066,0.066
253,0.073,255,255,255,56.125,57.461,1.857,55.799,57.111,0.656,0.656
254,0.013,255,255,255,56.663,57.735,0.503,56.586,57.637,0.131,0.197
255,0.017,255,255,255,55.684,57.932,0.557,55.602,57.834,0.197,0.197
256,0.009,255,255,255,55.503,58.096,0.317,55.470,58.030,0.066,0.131
257,0.009,255,255,255,55.339,58.293,0.371,55.273,58.227,0.131,0.131
258,0.004,255,255,255,53.928,58.392,0.186,53.895,58.359,0.066,0.066
259,0.009,255,255,255,10.635,58.457,0.279,10.569,58.424,0.131,0.066
260,0.013,255,255,255,54.912,58.654,0.557,54.814,58.556,0.197,0.197
261,0.004,255,255,255,10.864,58.720,0.186,10.831,58.687,0.066,0.066
262,0.004,255,255,255,54.715,58.851,0.186,54.683,58.818,0.066,0.066
263,0.039,255,255,255,54.409,59.179,1.338,54.157,58.950,0.460,0.460
264,0.004,255,255,255,54.059,59.442,0.186,54.026,59.409,0.066,0.066
265,0.009,255,255,255,53.895,59.606,0.371,53.829,59.540,0.131,0.131
266,0.004,255,255,255,53.731,59.770,0.186,53.698,59.737,0.066,0.066
267,0.034,255,255,255,12.185,60.016,1.207,11.947,59.803,0.460,0.394
268,0.009,255,255,255,53.501,59.934,0.371,53.435,59.869,0.131,0.131
269,0.004,255,255,255,53.140,60.230,0.186,53.107,60.197,0.066,0.066
270,0.004,255,255,255,52.746,60.558,0.186,52.713,60.525,0.066,0.066
271,0.004,255,255,255,52.483,60.755,0.186,52.451,60.722,0.066,0.066
272,0.004,255,255,255,14.540,61.805,0.186,14.508,61.772,0.066,0.066
273,0.004,255,255,255,15.328,62.396,0.186,15.295,62.363,0.066,0.066
274,0.009,255,255,255,16.740,62.658,0.279,16.674,62.626,0.131,0.066
275,0.004,255,255,255,49.792,62.658,0.186,49.759,62.626,0.066,0.066
276,0.004,255,255,255,42.374,62.724,0.186,42.341,62.691,0.066,0.066
277,0.004,255,255,255,47.757,62.855,0.186,47.724,62.823,0.066,0.066
278,0.004,255,255,255,49.398,62.921,0.186,49.365,62.888,0.066,0.066
279,0.009,255,255,255,40.700,63.184,0.279,40.634,63.151,0.131,0.066
280,0.004,255,255,255,37.057,63.971,0.186,37.024,63.939,0.066,0.066
281,0.004,255,255,255,33.578,64.037,0.186,33.545,64.004,0.066,0.066
282,0.004,255,255,255,33.643,64.234,0.186,33.610,64.201,0.066,0.066
283,0.009,255,255,255,49.759,64.365,0.279,49.694,64.332,0.131,0.066
284,0.009,255,255,255,49.562,64.464,0.371,49.497,64.398,0.131,0.131
285,0.004,255,255,255,19.398,64.759,0.186,19.365,64.726,0.066,0.066
286,0.034,255,255,255,19.562,64.956,0.912,19.431,64.792,0.263,0.263
287,0.069,255,255,255,46.378,65.059,1.732,46.017,64.858,0.722,0.394
288,0.004,255,255,255,48.807,64.890,0.186,48.775,64.858,0.066,0.066
289,0.004,255,255,255,19.792,64.956,0.186,19.759,64.923,0.066,0.066
290,0.004,255,255,255,48.676,64.956,0.186,48.643,64.923,0.066,0.066
291,0.004,255,255,255,48.413,65.087,0.186,48.381,65.055,0.066,0.066
292,0.004,255,255,255,48.217,65.153,0.186,48.184,65.120,0.066,0.066
293,0.013,255,255,255,20.077,65.262,0.371,20.022,65.186,0.131,0.131
294,0.009,255,255,255,20.284,65.219,0.279,20.219,65.186,0.131,0.066
295,0.004,255,255,255,37.845,65.350,0.186,37.812,65.317,0.066,0.066
296,0.013,255,255,255,45.656,65.372,0.464,45.558,65.317,0.197,0.131
297,0.009,255,255,255,47.855,65.350,0.279,47.790,65.317,0.131,0.066
298,0.013,255,255,255,20.645,65.503,0.464,20.547,65.448,0.197,0.131
299,0.004,255,255,255,45.459,65.481,0.186,45.427,65.448,0.066,0.066
300,0.358,255,255,255,22.117,66.143,5.558,20.875,65.580,2.363,1.050
301,0.004,255,255,255,47.166,65.678,0.186,47.133,65.645,0.066,0.066
302,0.013,255,255,255,46.838,65.788,0.464,46.739,65.711,0.197,0.131
303,0.004,255,255,255,0.361,65.809,0.186,0.328,65.777,0.066,0.066
304,0.004,255,255,255,44.672,65.809,0.186,44.639,65.777,0.066,0.066
305,0.004,255,255,255,44.409,65.875,0.186,44.376,65.842,0.066,0.066
306,0.004,255,255,255,46.641,65.875,0.186,46.608,65.842,0.066,0.066
307,0.013,255,255,255,20.602,65.985,0.371,20.547,65.908,0.131,0.131
308,0.026,255,255,255,46.313,66.039,0.727,46.149,65.974,0.328,0.131
309,0.009,255,255,255,46.050,66.105,0.317,46.017,66.039,0.066,0.131
310,0.004,255,255,255,45.853,66.203,0.186,45.820,66.171,0.066,0.066
311,0.004,255,255,255,45.525,66.335,0.186,45.492,66.302,0.066,0.066
312,0.004,255,255,255,38.173,66.400,0.186,38.140,66.367,0.066,0.066
313,0.047,255,255,255,44.791,66.585,1.098,44.573,66.433,0.460,0.263
314,0.004,255,255,255,47.101,66.466,0.186,47.068,66.433,0.066,0.066
315,0.022,255,255,255,23.442,66.597,0.595,23.370,66.499,0.197,0.197
316,0.009,255,255,255,46.936,66.532,0.279,46.871,66.499,0.131,0.066
317,0.017,255,255,255,46.674,66.630,0.595,46.543,66.564,0.263,0.131
318,0.004,255,255,255,41.783,66.729,0.186,41.750,66.696,0.066,0.066
319,0.004,255,255,255,44.212,66.729,0.186,44.179,66.696,0.066,0.066
320,0.004,255,255,255,46.444,66.729,0.186,46.411,66.696,0.066,0.066
321,0.315,255,255,255,40.157,67.142,6.631,38.731,66.761,2.954,0.722
322,0.004,255,255,255,46.247,66.794,0.186,46.214,66.761,0.066,0.066
323,0.004,255,255,255,24.781,66.860,0.186,24.748,66.827,0.066,0.066
324,0.043,255,255,255,45.735,66.971,1.137,45.492,66.827,0.460,0.263
325,0.013,255,255,255,50.011,66.947,0.371,49.956,66.893,0.131,0.131
326,0.004,255,255,255,25.175,66.991,0.186,25.142,66.958,0.066,0.066
327,0.004,255,255,255,38.764,66.991,0.186,38.731,66.958,0.066,0.066
328,0.004,255,255,255,43.753,66.991,0.186,43.720,66.958,0.066,0.066
329,0.004,255,255,255,43.884,66.991,0.186,43.851,66.958,0.066,0.066
330,0.004,255,255,255,25.306,67.057,0.186,25.273,67.024,0.066,0.066
331,0.508,255,255,255,41.112,67.704,11.312,38.468,67.024,5.186,1.182
332,0.004,255,255,255,25.569,67.122,0.186,25.536,67.090,0.066,0.066
333,0.009,255,255,255,25.733,67.188,0.279,25.667,67.155,0.131,0.066
334,0.009,255,255,255,25.996,67.254,0.279,25.930,67.221,0.131,0.066
335,0.004,255,255,255,25.700,67.319,0.186,25.667,67.286,0.066,0.066
336,0.013,255,255,255,26.225,67.319,0.410,26.127,67.286,0.197,0.066
337,0.026,255,255,255,26.586,67.418,0.858,26.389,67.352,0.394,0.131
338,0.004,255,255,255,37.713,67.385,0.186,37.680,67.352,0.066,0.066
339,0.009,255,255,255,26.980,67.516,0.279,26.915,67.483,0.131,0.066
340,0.004,255,255,255,36.203,67.516,0.186,36.171,67.483,0.066,0.066
341,0.034,255,255,255,27.374,67.615,1.121,27.112,67.549,0.525,0.131
342,0.082,255,255,255,28.295,67.810,2.542,27.702,67.680,1.182,0.263
343,0.004,255,255,255,43.490,67.713,0.186,43.457,67.680,0.066,0.066
344,0.004,255,255,255,35.153,67.779,0.186,35.120,67.746,0.066,0.066
345,0.052,255,255,255,29.256,67.998,1.476,28.950,67.877,0.656,0.197
346,0.147,255,255,255,30.589,68.173,3.724,29.672,68.009,1.772,0.263
347,0.004,255,255,255,41.980,68.107,0.186,41.947,68.074,0.066,0.066
348,0.004,255,255,255,41.718,68.173,0.186,41.685,68.140,0.066,0.066
349,0.026,255,255,255,31.630,68.282,0.688,31.510,68.206,0.263,0.131
