,Number,Area,Perim,Width,Height,Circularity
0,1.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
1,2.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
2,3.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
3,4.0,0.009000000000000001,0.27899999999999997,0.131,0.066,1.4529275771024601
4,5.0,0.013000000000000001,0.41,0.19699999999999998,0.066,0.9718192622645407
5,6.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
6,7.0,0.009000000000000001,0.27899999999999997,0.131,0.066,1.4529275771024601
7,8.0,0.013000000000000001,0.371,0.131,0.131,1.1868761341945298
8,9.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
9,10.0,0.065,1.569,0.722,0.131,0.33180072717593073
10,11.0,0.026000000000000002,0.727,0.32799999999999996,0.131,0.61817920298288
11,12.0,0.009000000000000001,0.317,0.066,0.131,1.1254698079315404
12,13.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
13,14.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
14,15.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
15,16.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
16,17.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
17,18.0,0.034,1.0659999999999998,0.525,0.066,0.3759883354232406
18,19.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
19,20.0,0.159,2.9139999999999997,1.3130000000000002,0.19699999999999998,0.23530323255246946
20,21.0,0.034,1.175,0.525,0.19699999999999998,0.30946607579046576
21,22.0,0.022000000000000002,0.634,0.263,0.131,0.6877871048470524
22,23.0,0.026000000000000002,0.595,0.263,0.131,0.922888598187525
23,24.0,0.013000000000000001,0.41,0.19699999999999998,0.066,0.9718192622645407
24,25.0,0.022000000000000002,0.672,0.32799999999999996,0.066,0.6122009493602558
25,26.0,0.013000000000000001,0.41,0.19699999999999998,0.066,0.9718192622645407
26,27.0,1.176,19.794,7.484,1.51,0.037718121391379984
27,28.0,0.017,0.541,0.263,0.066,0.7299014983688928
28,29.0,0.013000000000000001,0.371,0.131,0.131,1.1868761341945298
29,30.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
30,31.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
31,32.0,0.013000000000000001,0.371,0.131,0.131,1.1868761341945298
32,33.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
33,34.0,0.043,1.329,0.6559999999999999,0.066,0.30593443160782946
34,35.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
35,36.0,0.065,1.985,0.985,0.066,0.20730138251834507
36,37.0,0.047,1.46,0.722,0.066,0.27707797845509535
37,38.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
38,39.0,0.099,2.8819999999999997,1.379,0.19699999999999998,0.14978113101222196
39,40.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
40,41.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
41,42.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
42,43.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
43,44.0,0.013000000000000001,0.41,0.19699999999999998,0.066,0.9718192622645407
44,45.0,6.727,79.492,25.666999999999998,19.562,0.013377792147181941
45,46.0,0.009000000000000001,0.27899999999999997,0.131,0.066,1.4529275771024601
46,47.0,0.009000000000000001,0.27899999999999997,0.131,0.066,1.4529275771024601
47,48.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
48,49.0,0.009000000000000001,0.27899999999999997,0.131,0.066,1.4529275771024601
49,50.0,13.195,96.65899999999999,36.499,19.234,0.0177473969464342
50,51.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
51,52.0,0.228,4.175,1.3130000000000002,0.591,0.16437348058798187
52,53.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
53,54.0,0.009000000000000001,0.27899999999999997,0.131,0.066,1.4529275771024601
54,55.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
55,56.0,0.017,0.371,0.131,0.131,1.5520687908697697
56,57.0,0.069,1.399,0.591,0.263,0.44302019689893013
57,58.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
58,59.0,0.009000000000000001,0.27899999999999997,0.131,0.066,1.4529275771024601
59,60.0,0.009000000000000001,0.27899999999999997,0.131,0.066,1.4529275771024601
60,61.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
