,Number,Area,Perim,Width,Height,Circularity
0,1.0,0.052000000000000005,1.732,0.722,0.32799999999999996,0.21782987000126577
1,2.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
2,3.0,0.017,0.595,0.263,0.131,0.6034271603533817
3,4.0,0.013000000000000001,0.46399999999999997,0.19699999999999998,0.131,0.7587824111301152
4,5.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
5,6.0,0.013000000000000001,0.46399999999999997,0.19699999999999998,0.131,0.7587824111301152
6,7.0,0.009000000000000001,0.27899999999999997,0.131,0.066,1.4529275771024601
7,8.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
8,9.0,0.22,5.68,2.56,0.722,0.08569113070196321
9,10.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
10,11.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
11,12.0,0.017,0.541,0.263,0.066,0.7299014983688928
12,13.0,0.017,0.541,0.263,0.066,0.7299014983688928
13,14.0,0.017,0.541,0.263,0.066,0.7299014983688928
14,15.0,0.013000000000000001,0.41,0.19699999999999998,0.066,0.9718192622645407
15,16.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
16,17.0,0.009000000000000001,0.27899999999999997,0.131,0.066,1.4529275771024601
17,18.0,0.009000000000000001,0.27899999999999997,0.131,0.066,1.4529275771024601
18,19.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
19,20.0,0.022000000000000002,0.672,0.32799999999999996,0.066,0.6122009493602558
20,21.0,0.353,9.609,3.4789999999999996,0.32799999999999996,0.048042785829121776
21,22.0,0.017,0.371,0.131,0.131,1.5520687908697697
22,23.0,0.078,2.379,1.182,0.066,0.17318711697791705
23,24.0,0.034,1.0659999999999998,0.525,0.066,0.3759883354232406
24,25.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
25,26.0,0.039,1.198,0.591,0.066,0.34147651062845963
26,27.0,0.009000000000000001,0.27899999999999997,0.131,0.066,1.4529275771024601
27,28.0,0.009000000000000001,0.27899999999999997,0.131,0.066,1.4529275771024601
28,29.0,0.039,1.198,0.591,0.066,0.34147651062845963
29,30.0,0.022000000000000002,0.672,0.32799999999999996,0.066,0.6122009493602558
30,31.0,0.03,0.935,0.46,0.066,0.43122893812322355
31,32.0,0.039,1.044,0.46,0.131,0.4496488362252533
32,33.0,0.017,0.541,0.263,0.066,0.7299014983688928
33,34.0,0.078,2.488,1.182,0.19699999999999998,0.1583447667647175
34,35.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
35,36.0,0.009000000000000001,0.27899999999999997,0.131,0.066,1.4529275771024601
36,37.0,0.013000000000000001,0.41,0.19699999999999998,0.066,0.9718192622645407
37,38.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
38,39.0,0.013000000000000001,0.41,0.19699999999999998,0.066,0.9718192622645407
39,40.0,0.552,11.043,4.923,1.247,0.05688199206470845
40,41.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
41,42.0,0.009000000000000001,0.27899999999999997,0.131,0.066,1.4529275771024601
42,43.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
43,44.0,0.055999999999999994,1.755,0.7879999999999999,0.131,0.22847761118955648
44,45.0,0.034,0.7809999999999999,0.32799999999999996,0.131,0.7004654410498572
45,46.0,0.375,8.437000000000001,3.9389999999999996,0.263,0.06620107374819795
46,47.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
47,48.0,0.026000000000000002,0.634,0.263,0.131,0.8128393057283347
48,49.0,0.009000000000000001,0.27899999999999997,0.131,0.066,1.4529275771024601
49,50.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
50,51.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
51,52.0,0.009000000000000001,0.27899999999999997,0.131,0.066,1.4529275771024601
52,53.0,0.013000000000000001,0.41,0.19699999999999998,0.066,0.9718192622645407
53,54.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
54,55.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
55,56.0,0.022000000000000002,0.672,0.32799999999999996,0.066,0.6122009493602558
56,57.0,0.009000000000000001,0.27899999999999997,0.131,0.066,1.4529275771024601
57,58.0,0.022000000000000002,0.672,0.32799999999999996,0.066,0.6122009493602558
58,59.0,0.009000000000000001,0.27899999999999997,0.131,0.066,1.4529275771024601
59,60.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
60,61.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
61,62.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
62,63.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
63,64.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
64,65.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
65,66.0,1.263,11.58,4.333,1.969,0.11835758518450633
66,67.0,0.129,3.045,1.379,0.32799999999999996,0.17483363227044074
67,68.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
68,69.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
69,70.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
70,71.0,0.013000000000000001,0.46399999999999997,0.19699999999999998,0.131,0.7587824111301152
71,72.0,7.645,80.146,23.435,26.718000000000004,0.014956282154303273
72,73.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
73,74.0,0.013000000000000001,0.371,0.131,0.131,1.1868761341945298
74,75.0,0.009000000000000001,0.27899999999999997,0.131,0.066,1.4529275771024601
75,76.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
76,77.0,0.017,0.595,0.263,0.131,0.6034271603533817
77,78.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
78,79.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
79,80.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
80,81.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
81,82.0,0.009000000000000001,0.27899999999999997,0.131,0.066,1.4529275771024601
82,83.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
83,84.0,0.009000000000000001,0.27899999999999997,0.131,0.066,1.4529275771024601
84,85.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
85,86.0,0.009000000000000001,0.371,0.131,0.131,0.8216834775192899
86,87.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
87,88.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
88,89.0,2.28,30.449,11.027999999999999,8.731,0.030902857740215787
89,90.0,0.009000000000000001,0.27899999999999997,0.131,0.066,1.4529275771024601
90,91.0,0.009000000000000001,0.27899999999999997,0.131,0.066,1.4529275771024601
91,92.0,0.009000000000000001,0.27899999999999997,0.131,0.066,1.4529275771024601
92,93.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
93,94.0,0.009000000000000001,0.27899999999999997,0.131,0.066,1.4529275771024601
94,95.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
95,96.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
96,97.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
97,98.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
98,99.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
99,100.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
100,101.0,0.009000000000000001,0.27899999999999997,0.131,0.066,1.4529275771024601
101,102.0,0.198,4.4239999999999995,1.379,1.641,0.12712905469810798
102,103.0,0.009000000000000001,0.317,0.066,0.131,1.1254698079315404
103,104.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
104,105.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
105,106.0,0.009000000000000001,0.371,0.131,0.131,0.8216834775192899
106,107.0,0.039,0.8740000000000001,0.263,0.32799999999999996,0.641581164953484
107,108.0,0.013000000000000001,0.371,0.131,0.131,1.1868761341945298
108,109.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
109,110.0,0.039,1.3769999999999998,0.39399999999999996,0.525,0.2584678858664194
110,111.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
111,112.0,0.009000000000000001,0.371,0.131,0.131,0.8216834775192899
112,113.0,0.009000000000000001,0.27899999999999997,0.131,0.066,1.4529275771024601
113,114.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
114,115.0,0.03,1.06,0.32799999999999996,0.39399999999999996,0.33552075332037656
115,116.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
116,117.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
117,118.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
118,119.0,0.017,0.557,0.19699999999999998,0.19699999999999998,0.6885704722468272
119,120.0,0.009000000000000001,0.317,0.066,0.131,1.1254698079315404
120,121.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
121,122.0,0.013000000000000001,0.371,0.131,0.131,1.1868761341945298
122,123.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
123,124.0,0.129,3.464,0.853,1.379,0.13509640976040038
124,125.0,0.009000000000000001,0.27899999999999997,0.131,0.066,1.4529275771024601
125,126.0,0.052000000000000005,0.7809999999999999,0.263,0.263,1.0713000863115465
126,127.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
127,128.0,0.009000000000000001,0.371,0.131,0.131,0.8216834775192899
128,129.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
129,130.0,0.009000000000000001,0.317,0.066,0.131,1.1254698079315404
130,131.0,0.034,1.005,0.263,0.39399999999999996,0.42301586682330833
131,132.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
132,133.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
133,134.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
134,135.0,0.078,2.273,0.525,0.919,0.1897167146298831
135,136.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
136,137.0,0.009000000000000001,0.27899999999999997,0.131,0.066,1.4529275771024601
137,138.0,0.009000000000000001,0.27899999999999997,0.131,0.066,1.4529275771024601
138,139.0,0.013000000000000001,0.41,0.19699999999999998,0.066,0.9718192622645407
139,140.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
140,141.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
141,142.0,0.009000000000000001,0.27899999999999997,0.131,0.066,1.4529275771024601
142,143.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
143,144.0,0.078,1.77,0.39399999999999996,0.722,0.3128656860799947
144,145.0,0.017,0.541,0.263,0.066,0.7299014983688928
145,146.0,0.013000000000000001,0.41,0.19699999999999998,0.066,0.9718192622645407
146,147.0,0.026000000000000002,0.503,0.131,0.19699999999999998,1.291359738085754
147,148.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
148,149.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
149,150.0,0.017,0.503,0.19699999999999998,0.131,0.8443505979791468
150,151.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
151,152.0,0.013000000000000001,0.41,0.19699999999999998,0.066,0.9718192622645407
152,153.0,0.013000000000000001,0.371,0.131,0.131,1.1868761341945298
153,154.0,0.017,0.595,0.263,0.131,0.6034271603533817
154,155.0,0.009000000000000001,0.27899999999999997,0.131,0.066,1.4529275771024601
155,156.0,0.039,1.044,0.39399999999999996,0.19699999999999998,0.4496488362252533
156,157.0,0.047,1.4380000000000002,0.6559999999999999,0.131,0.28562087801346764
157,158.0,0.009000000000000001,0.27899999999999997,0.131,0.066,1.4529275771024601
158,159.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
159,160.0,0.009000000000000001,0.27899999999999997,0.131,0.066,1.4529275771024601
160,161.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
161,162.0,0.017,0.541,0.263,0.066,0.7299014983688928
162,163.0,0.009000000000000001,0.27899999999999997,0.131,0.066,1.4529275771024601
163,164.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
164,165.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
165,166.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
