,Number,Area,Perim,Width,Height,Circularity
0,1.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
1,2.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
2,3.0,0.022000000000000002,0.688,0.131,0.263,0.5840575850035109
3,4.0,0.013000000000000001,0.44799999999999995,0.066,0.19699999999999998,0.8139489894903404
4,5.0,0.013000000000000001,0.44799999999999995,0.066,0.19699999999999998,0.8139489894903404
5,6.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
6,7.0,0.009000000000000001,0.317,0.066,0.131,1.1254698079315404
7,8.0,0.026000000000000002,0.595,0.19699999999999998,0.19699999999999998,0.922888598187525
8,9.0,0.009000000000000001,0.317,0.066,0.131,1.1254698079315404
9,10.0,0.009000000000000001,0.27899999999999997,0.131,0.066,1.4529275771024601
10,11.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
11,12.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
12,13.0,0.026000000000000002,0.65,0.263,0.19699999999999998,0.7733151147297953
13,14.0,0.009000000000000001,0.317,0.066,0.131,1.1254698079315404
14,15.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
15,16.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
16,17.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
17,18.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
18,19.0,0.022000000000000002,0.65,0.263,0.131,0.654343558617519
19,20.0,0.009000000000000001,0.27899999999999997,0.131,0.066,1.4529275771024601
20,21.0,0.078,2.379,1.182,0.066,0.17318711697791705
21,22.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
22,23.0,0.565,13.317,6.433,0.591,0.04003552356318249
23,24.0,0.017,0.541,0.263,0.066,0.7299014983688928
24,25.0,0.013000000000000001,0.41,0.19699999999999998,0.066,0.9718192622645407
25,26.0,0.03,0.727,0.32799999999999996,0.131,0.7132836957494768
26,27.0,0.047,1.46,0.722,0.066,0.27707797845509535
27,28.0,0.022000000000000002,0.672,0.32799999999999996,0.066,0.6122009493602558
28,29.0,0.013000000000000001,0.41,0.19699999999999998,0.066,0.9718192622645407
29,30.0,0.009000000000000001,0.27899999999999997,0.131,0.066,1.4529275771024601
30,31.0,0.026000000000000002,0.804,0.39399999999999996,0.066,0.505441752638144
31,32.0,0.052000000000000005,1.591,0.7879999999999999,0.066,0.25815042737123106
32,33.0,0.009000000000000001,0.27899999999999997,0.131,0.066,1.4529275771024601
33,34.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
34,35.0,0.013000000000000001,0.41,0.19699999999999998,0.066,0.9718192622645407
35,36.0,3.0380000000000003,58.278999999999996,23.107,12.735,0.011240184791500211
36,37.0,0.017,0.541,0.263,0.066,0.7299014983688928
37,38.0,0.009000000000000001,0.27899999999999997,0.131,0.066,1.4529275771024601
38,39.0,0.009000000000000001,0.27899999999999997,0.131,0.066,1.4529275771024601
39,40.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
40,41.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
41,42.0,0.009000000000000001,0.27899999999999997,0.131,0.066,1.4529275771024601
42,43.0,0.06,2.017,0.919,0.263,0.18533153295194868
43,44.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
44,45.0,0.013000000000000001,0.46399999999999997,0.19699999999999998,0.131,0.7587824111301152
45,46.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
46,47.0,0.009000000000000001,0.27899999999999997,0.131,0.066,1.4529275771024601
47,48.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
48,49.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
49,50.0,8.463,94.212,33.545,23.37,0.0119817915026657
50,51.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
51,52.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
52,53.0,0.142,3.833,1.7719999999999998,0.32799999999999996,0.12145644629080726
53,54.0,0.026000000000000002,0.858,0.39399999999999996,0.131,0.4438218059744005
54,55.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
55,56.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
56,57.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
57,58.0,0.009000000000000001,0.27899999999999997,0.131,0.066,1.4529275771024601
58,59.0,0.16399999999999998,2.721,0.722,0.7879999999999999,0.278353462851904
59,60.0,0.004,0.18600000000000003,0.066,0.066,1.4529275771024592
