 ,Area,Mean,Min,Max,XM,YM,Perim.,BX,BY,Width,Height
4055,0.088,255,255,255,13.605,28.097,1.518,13.479,27.849,0.297,0.496
4056,0.010,255,255,255,90.832,27.899,0.280,90.782,27.849,0.099,0.099
4057,0.638,255,255,255,33.128,28.416,2.871,32.705,27.948,0.892,0.892
4058,0.069,255,255,255,13.330,28.479,1.039,13.181,28.345,0.396,0.297
4059,0.010,255,255,255,90.832,28.592,0.280,90.782,28.543,0.099,0.099
4060,0.010,255,255,255,13.429,28.692,0.280,13.379,28.642,0.099,0.099
4061,0.157,255,255,255,12.890,29.360,2.895,12.587,28.741,0.694,1.090
4062,0.304,255,255,255,93.846,29.232,1.914,93.557,28.939,0.595,0.595
4063,0.039,255,255,255,13.875,29.237,0.561,13.776,29.138,0.198,0.198
4064,0.010,255,255,255,78.642,29.385,0.280,78.592,29.336,0.099,0.099
4065,0.010,255,255,255,90.832,29.385,0.280,90.782,29.336,0.099,0.099
4066,0.020,255,255,255,83.993,29.732,0.479,83.944,29.633,0.099,0.198
4067,0.010,255,255,255,12.636,29.980,0.280,12.587,29.930,0.099,0.099
4068,0.766,255,255,255,86.825,30.553,3.152,86.322,30.029,0.991,0.991
4069,0.039,255,255,255,10.852,30.203,0.701,10.704,30.129,0.297,0.198
4070,0.039,255,255,255,12.289,30.575,0.759,12.190,30.426,0.198,0.297
4071,0.010,255,255,255,99.058,30.674,0.280,99.008,30.624,0.099,0.099
4072,0.010,255,255,255,12.141,30.872,0.280,12.091,30.822,0.099,0.099
4073,0.010,255,255,255,99.157,30.872,0.280,99.107,30.822,0.099,0.099
4074,0.010,255,255,255,90.832,30.971,0.280,90.782,30.921,0.099,0.099
4075,0.029,255,255,255,12.008,31.169,0.759,11.893,31.021,0.198,0.297
4076,0.010,255,255,255,99.157,31.169,0.280,99.107,31.120,0.099,0.099
4077,0.010,255,255,255,99.454,31.467,0.280,99.404,31.417,0.099,0.099
4078,0.059,255,255,255,71.324,31.681,0.841,71.159,31.516,0.297,0.297
4079,0.020,255,255,255,45.936,31.913,0.479,45.887,31.813,0.099,0.198
4080,0.010,255,255,255,99.652,31.863,0.280,99.603,31.813,0.099,0.099
4081,0.020,255,255,255,48.364,31.962,0.420,48.265,31.913,0.198,0.099
4082,0.471,255,255,255,57.703,32.321,2.417,57.284,31.913,0.793,0.793
4083,0.010,255,255,255,98.760,32.061,0.280,98.711,32.012,0.099,0.099
4084,0.069,255,255,255,90.832,32.458,1.470,90.782,32.111,0.099,0.694
4085,0.010,255,255,255,99.751,32.160,0.280,99.702,32.111,0.099,0.099
4086,0.010,255,255,255,85.678,32.259,0.280,85.629,32.210,0.099,0.099
4087,0.020,255,255,255,11.447,32.408,0.479,11.397,32.309,0.099,0.198
4088,0.020,255,255,255,29.732,32.358,0.420,29.633,32.309,0.198,0.099
4089,0.128,255,255,255,15.266,32.923,2.078,14.965,32.507,0.595,0.793
4090,0.010,255,255,255,74.578,32.656,0.280,74.529,32.606,0.099,0.099
4091,0.010,255,255,255,99.950,32.656,0.280,99.900,32.606,0.099,0.099
4092,0.147,255,255,255,11.282,33.198,2.160,11.100,32.804,0.396,0.793
4093,0.010,255,255,255,100.049,32.854,0.280,99.999,32.804,0.099,0.099
4094,0.373,255,255,255,63.371,33.287,2.136,63.032,32.904,0.694,0.694
4095,0.020,255,255,255,80.227,33.102,0.479,80.178,33.003,0.099,0.198
4096,0.010,255,255,255,99.256,33.350,0.280,99.206,33.300,0.099,0.099
4097,0.128,255,255,255,15.899,33.723,1.996,15.659,33.399,0.496,0.793
4098,0.059,255,255,255,10.902,33.845,1.155,10.803,33.597,0.198,0.496
4099,0.010,255,255,255,11.150,33.746,0.280,11.100,33.696,0.099,0.099
4100,0.010,255,255,255,90.336,33.845,0.280,90.287,33.796,0.099,0.099
4101,0.010,255,255,255,100.346,33.944,0.280,100.296,33.895,0.099,0.099
4102,0.010,255,255,255,11.050,34.043,0.280,11.001,33.994,0.099,0.099
4103,0.010,255,255,255,90.832,34.341,0.280,90.782,34.291,0.099,0.099
4104,0.039,255,255,255,99.553,34.390,0.701,99.404,34.291,0.297,0.198
4105,0.010,255,255,255,100.643,34.341,0.280,100.594,34.291,0.099,0.099
4106,0.020,255,255,255,10.604,34.638,0.420,10.505,34.588,0.198,0.099
4107,0.462,255,255,255,93.505,35.051,2.393,93.161,34.688,0.694,0.793
4108,0.059,255,255,255,10.439,35.051,1.237,10.307,34.787,0.297,0.496
4109,0.020,255,255,255,90.832,35.381,0.479,90.782,35.282,0.099,0.198
4110,0.010,255,255,255,76.560,35.629,0.280,76.511,35.579,0.099,0.099
4111,0.010,255,255,255,76.164,35.827,0.280,76.114,35.778,0.099,0.099
4112,0.010,255,255,255,90.832,35.827,0.280,90.782,35.778,0.099,0.099
4113,0.108,255,255,255,10.050,36.242,1.634,9.911,35.877,0.297,0.694
4114,0.020,255,255,255,101.238,35.976,0.479,101.188,35.877,0.099,0.198
4115,0.010,255,255,255,70.118,36.521,0.280,70.069,36.471,0.099,0.099
4116,0.010,255,255,255,101.535,36.917,0.280,101.486,36.868,0.099,0.099
4117,0.020,255,255,255,100.594,37.017,0.420,100.495,36.967,0.198,0.099
4118,0.010,255,255,255,57.928,37.116,0.280,57.879,37.066,0.099,0.099
4119,0.029,255,255,255,100.809,38.305,0.759,100.693,38.156,0.198,0.297
4120,0.098,255,255,255,98.007,38.672,1.750,97.918,38.255,0.198,0.793
4121,0.295,255,255,255,69.088,38.705,1.880,68.780,38.354,0.595,0.694
4122,1.012,255,255,255,29.181,38.975,3.606,28.642,38.454,1.090,1.090
4123,0.010,255,255,255,90.832,38.602,0.280,90.782,38.553,0.099,0.099
4124,0.020,255,255,255,100.792,38.701,0.420,100.693,38.652,0.198,0.099
4125,0.010,255,255,255,24.232,38.900,0.280,24.182,38.850,0.099,0.099
4126,0.648,255,255,255,19.589,39.389,2.871,19.128,38.949,0.892,0.892
4127,0.029,255,255,255,54.790,39.032,0.561,54.707,38.949,0.198,0.198
4128,0.010,255,255,255,98.166,39.197,0.280,98.116,39.147,0.099,0.099
4129,0.010,255,255,255,102.625,39.692,0.280,102.576,39.643,0.099,0.099
4130,0.029,255,255,255,98.364,39.891,0.677,98.314,39.742,0.099,0.297
4131,0.010,255,255,255,102.427,40.089,0.280,102.378,40.039,0.099,0.099
4132,0.020,255,255,255,98.463,40.238,0.479,98.413,40.138,0.099,0.198
4133,0.776,255,255,255,28.629,40.832,3.152,28.146,40.337,0.991,0.991
4134,0.560,255,255,255,90.712,40.970,2.755,90.287,40.436,0.793,0.991
4135,0.010,255,255,255,98.562,40.584,0.280,98.513,40.535,0.099,0.099
4136,0.010,255,255,255,49.207,40.783,0.280,49.157,40.733,0.099,0.099
4137,0.010,255,255,255,98.562,40.783,0.280,98.513,40.733,0.099,0.099
4138,0.010,255,255,255,102.625,40.783,0.280,102.576,40.733,0.099,0.099
4139,0.010,255,255,255,102.923,40.783,0.280,102.873,40.733,0.099,0.099
4140,0.128,255,255,255,98.722,41.286,1.634,98.612,40.931,0.297,0.694
4141,0.020,255,255,255,71.208,41.129,0.479,71.159,41.030,0.099,0.198
4142,0.020,255,255,255,103.022,41.129,0.479,102.972,41.030,0.099,0.198
4143,0.010,255,255,255,95.391,41.278,0.280,95.341,41.229,0.099,0.099
4144,0.059,255,255,255,18.847,41.691,0.899,18.731,41.526,0.297,0.297
4145,0.039,255,255,255,81.268,41.823,0.561,81.169,41.724,0.198,0.198
4146,0.010,255,255,255,98.859,41.972,0.280,98.810,41.922,0.099,0.099
4147,0.383,255,255,255,51.301,42.851,2.136,50.941,42.517,0.694,0.694
4148,0.187,255,255,255,102.114,42.749,1.460,101.882,42.517,0.496,0.496
4149,0.020,255,255,255,65.312,42.814,0.561,65.213,42.715,0.198,0.198
4150,0.029,255,255,255,75.008,42.930,0.561,74.925,42.814,0.198,0.198
4151,1.159,255,255,255,103.476,45.430,11.433,102.972,43.211,0.991,4.559
4152,0.049,255,255,255,90.871,43.677,0.759,90.782,43.508,0.198,0.297
4153,0.010,255,255,255,99.157,43.558,0.280,99.107,43.508,0.099,0.099
4154,0.010,255,255,255,103.617,43.657,0.280,103.567,43.607,0.099,0.099
4155,0.039,255,255,255,31.566,43.979,0.701,31.417,43.904,0.297,0.198
4156,0.884,255,255,255,75.222,44.709,3.350,74.727,44.202,0.991,1.090
4157,0.069,255,255,255,103.758,44.605,1.353,103.666,44.301,0.198,0.595
4158,0.462,255,255,255,57.911,45.384,2.393,57.581,44.995,0.694,0.793
4159,0.059,255,255,255,102.559,45.920,0.957,102.477,45.688,0.198,0.396
4160,0.255,255,255,255,7.845,46.451,2.707,7.631,45.887,0.396,1.189
4161,0.039,255,255,255,99.553,46.283,0.875,99.504,46.085,0.099,0.396
4162,0.049,255,255,255,32.715,47.343,0.759,32.606,47.175,0.198,0.297
4163,0.108,255,255,255,38.683,47.342,1.179,38.454,47.175,0.396,0.396
4164,0.393,255,255,255,100.425,47.529,2.194,100.098,47.175,0.694,0.694
4165,0.010,255,255,255,102.427,47.225,0.280,102.378,47.175,0.099,0.099
4166,0.334,255,255,255,8.602,47.571,1.996,8.226,47.274,0.694,0.595
4167,0.020,255,255,255,7.681,47.472,0.479,7.631,47.373,0.099,0.198
4168,0.010,255,255,255,101.535,47.918,0.280,101.486,47.869,0.099,0.099
4169,0.059,255,255,255,103.815,48.166,1.271,103.765,47.869,0.099,0.595
4170,0.128,255,255,255,102.580,48.490,1.552,102.477,48.166,0.198,0.694
4171,0.039,255,255,255,101.783,48.414,0.759,101.684,48.265,0.198,0.297
4172,0.029,255,255,255,101.205,48.447,0.561,101.089,48.364,0.198,0.198
4173,0.216,255,255,255,99.810,48.990,2.427,99.702,48.463,0.297,1.090
4174,0.010,255,255,255,7.582,48.612,0.280,7.532,48.563,0.099,0.099
4175,0.010,255,255,255,66.848,48.612,0.280,66.798,48.563,0.099,0.099
4176,0.187,255,255,255,101.629,49.160,2.673,101.288,48.662,0.694,0.793
4177,0.010,255,255,255,101.932,48.810,0.280,101.882,48.761,0.099,0.099
4178,0.079,255,255,255,102.638,49.194,1.237,102.477,48.959,0.297,0.496
4179,0.029,255,255,255,100.974,49.174,0.561,100.891,49.058,0.198,0.198
4180,0.020,255,255,255,103.071,49.306,0.420,102.972,49.256,0.198,0.099
4181,0.010,255,255,255,10.357,50.396,0.280,10.307,50.346,0.099,0.099
4182,0.010,255,255,255,24.033,51.090,0.280,23.984,51.040,0.099,0.099
4183,0.079,255,255,255,33.597,51.189,1.039,33.399,51.040,0.396,0.297
4184,0.049,255,255,255,40.862,51.129,0.701,40.733,51.040,0.297,0.198
4185,0.088,255,255,255,53.237,51.398,1.039,53.022,51.238,0.396,0.297
4186,0.295,255,255,255,102.672,52.177,3.336,102.576,51.338,0.198,1.586
4187,0.010,255,255,255,58.523,51.486,0.280,58.473,51.437,0.099,0.099
4188,0.088,255,255,255,23.241,51.783,0.957,23.092,51.635,0.297,0.297
4189,0.020,255,255,255,48.265,51.684,0.420,48.166,51.635,0.198,0.099
4190,0.471,255,255,255,99.921,52.374,3.944,99.702,51.635,0.496,1.685
4191,0.255,255,255,255,104.200,52.359,2.136,103.963,51.932,0.496,0.793
4192,0.079,255,255,255,19.821,52.279,0.981,19.623,52.130,0.396,0.297
4193,0.167,255,255,255,101.121,52.390,2.136,100.891,52.130,0.496,0.496
4194,0.029,255,255,255,96.778,53.468,0.619,96.629,53.419,0.297,0.099
4195,0.010,255,255,255,102.625,53.667,0.280,102.576,53.617,0.099,0.099
4196,0.020,255,255,255,46.184,53.865,0.420,46.085,53.815,0.198,0.099
4197,0.442,255,255,255,63.635,54.506,2.417,63.230,54.113,0.793,0.793
4198,0.010,255,255,255,102.625,54.360,0.280,102.576,54.311,0.099,0.099
4199,0.776,255,255,255,41.240,54.929,3.152,40.733,54.410,0.991,0.991
4200,0.108,255,255,255,64.424,54.595,1.179,64.221,54.410,0.396,0.396
4201,419.782,255,255,255,57.231,91.833,641.037,1.685,54.509,101.486,49.554
4202,0.118,255,255,255,92.368,54.905,1.121,92.170,54.707,0.396,0.396
4203,2.456,255,255,255,103.902,56.291,7.841,103.171,54.707,1.189,3.271
4204,0.010,255,255,255,47.621,55.054,0.280,47.571,55.004,0.099,0.099
4205,0.010,255,255,255,6.987,55.153,0.280,6.938,55.104,0.099,0.099
4206,0.118,255,255,255,7.004,55.814,2.146,6.938,55.302,0.198,0.991
4207,0.098,255,255,255,70.465,55.748,1.039,70.267,55.599,0.396,0.297
4208,0.039,255,255,255,1.264,55.822,0.759,1.189,55.698,0.198,0.297
4209,0.039,255,255,255,7.606,55.946,0.759,7.532,55.797,0.198,0.297
4210,0.167,255,255,255,99.652,56.302,2.112,99.504,55.797,0.297,0.892
4211,0.029,255,255,255,101.271,56.012,0.561,101.188,55.896,0.198,0.198
4212,0.481,255,255,255,101.523,56.454,4.017,100.891,55.896,1.090,1.090
4213,0.010,255,255,255,37.908,56.045,0.280,37.859,55.996,0.099,0.099
4214,0.020,255,255,255,39.692,56.095,0.479,39.643,55.996,0.099,0.198
4215,0.010,255,255,255,100.941,56.045,0.280,100.891,55.996,0.099,0.099
4216,74.443,255,255,255,12.443,72.780,107.978,6.046,56.194,17.344,29.732
4217,0.383,255,255,255,53.242,56.546,2.194,52.923,56.194,0.694,0.694
4218,0.010,255,255,255,100.742,56.342,0.280,100.693,56.293,0.099,0.099
4219,0.167,255,255,255,5.617,56.797,1.832,5.451,56.392,0.297,0.793
4220,0.963,255,255,255,1.443,58.802,10.688,1.090,56.590,0.892,4.559
4221,0.010,255,255,255,100.742,56.640,0.280,100.693,56.590,0.099,0.099
4222,0.138,255,255,255,99.504,57.581,1.750,99.404,57.185,0.198,0.793
4223,0.206,255,255,255,62.808,57.692,1.600,62.537,57.383,0.496,0.595
4224,0.314,255,255,255,101.105,57.749,3.688,100.693,57.383,1.090,0.793
4225,0.020,255,255,255,1.833,57.581,0.479,1.784,57.482,0.099,0.198
4226,0.010,255,255,255,6.293,57.532,0.280,6.244,57.482,0.099,0.099
4227,0.020,255,255,255,103.319,57.680,0.479,103.270,57.581,0.099,0.198
4228,0.049,255,255,255,18.741,58.027,1.319,18.533,57.779,0.396,0.496
4229,0.010,255,255,255,42.071,58.027,0.280,42.021,57.978,0.099,0.099
4230,0.039,255,255,255,61.818,58.225,0.759,61.744,58.077,0.198,0.297
4231,0.010,255,255,255,48.810,58.225,0.280,48.761,58.176,0.099,0.099
4232,0.511,255,255,255,101.474,58.675,2.533,101.089,58.275,0.793,0.793
4233,0.010,255,255,255,44.053,58.721,0.280,44.004,58.671,0.099,0.099
4234,0.039,255,255,255,50.743,58.870,0.561,50.644,58.771,0.198,0.198
4235,0.029,255,255,255,75.470,58.919,0.619,75.321,58.870,0.297,0.099
4236,0.334,255,255,255,94.467,59.173,2.054,94.152,58.870,0.694,0.595
4237,0.393,255,255,255,92.509,59.296,2.194,92.170,58.969,0.694,0.694
4238,0.010,255,255,255,6.293,60.307,0.280,6.244,60.257,0.099,0.099
4239,0.020,255,255,255,99.008,60.604,0.420,98.909,60.554,0.198,0.099
4240,0.138,255,255,255,98.902,61.269,2.427,98.810,60.753,0.198,1.090
4241,0.010,255,255,255,43.062,61.000,0.280,43.013,60.951,0.099,0.099
4242,0.010,255,255,255,33.944,61.298,0.280,33.895,61.248,0.099,0.099
4243,0.029,255,255,255,94.631,61.331,0.561,94.548,61.248,0.198,0.198
4244,0.010,255,255,255,33.647,61.397,0.280,33.597,61.347,0.099,0.099
4245,0.029,255,255,255,48.843,61.430,0.561,48.761,61.347,0.198,0.198
4246,0.049,255,255,255,13.885,62.170,0.759,13.776,62.041,0.198,0.297
4247,0.020,255,255,255,43.904,62.091,0.420,43.805,62.041,0.198,0.099
4248,0.010,255,255,255,103.022,62.289,0.280,102.972,62.239,0.099,0.099
4249,0.010,255,255,255,43.756,62.487,0.280,43.706,62.438,0.099,0.099
4250,0.020,255,255,255,98.661,62.735,0.479,98.612,62.636,0.099,0.198
4251,0.383,255,255,255,34.729,63.227,2.218,34.390,62.834,0.694,0.793
4252,0.196,255,255,255,63.007,63.206,1.518,62.735,62.933,0.496,0.496
4253,0.020,255,255,255,98.562,63.032,0.479,98.513,62.933,0.099,0.198
4254,0.010,255,255,255,14.222,63.082,0.280,14.172,63.032,0.099,0.099
4255,0.147,255,255,255,37.228,63.630,1.319,36.967,63.429,0.496,0.396
4256,0.029,255,255,255,98.430,63.544,0.561,98.314,63.429,0.198,0.198
4257,0.746,255,255,255,41.278,64.035,3.011,40.832,63.528,0.892,0.991
4258,0.010,255,255,255,102.328,63.577,0.280,102.279,63.528,0.099,0.099
4259,0.020,255,255,255,3.419,63.726,0.479,3.370,63.627,0.099,0.198
4260,0.010,255,255,255,4.014,63.676,0.280,3.964,63.627,0.099,0.099
4261,0.020,255,255,255,2.230,63.924,0.479,2.180,63.825,0.099,0.198
4262,0.039,255,255,255,60.455,63.924,0.561,60.356,63.825,0.198,0.198
4263,0.020,255,255,255,65.361,64.221,0.479,65.312,64.122,0.099,0.198
4264,0.088,255,255,255,2.384,64.612,1.750,2.279,64.221,0.198,0.793
4265,0.668,255,255,255,55.841,64.665,2.871,55.401,64.221,0.892,0.892
4266,0.020,255,255,255,4.361,64.370,0.420,4.262,64.321,0.198,0.099
4267,0.020,255,255,255,45.193,64.469,0.420,45.094,64.420,0.198,0.099
4268,0.020,255,255,255,102.824,64.717,0.479,102.774,64.618,0.099,0.198
4269,0.010,255,255,255,4.410,64.866,0.280,4.361,64.816,0.099,0.099
4270,0.010,255,255,255,36.025,64.866,0.280,35.976,64.816,0.099,0.099
4271,0.383,255,255,255,53.344,65.486,2.194,53.022,65.113,0.694,0.694
4272,0.088,255,255,255,101.370,65.515,1.121,101.188,65.312,0.396,0.396
4273,0.049,255,255,255,97.452,66.035,0.957,97.323,65.807,0.198,0.396
4274,0.010,255,255,255,102.526,65.956,0.280,102.477,65.906,0.099,0.099
4275,0.717,255,255,255,69.722,66.806,3.069,69.276,66.303,0.892,0.991
4276,0.010,255,255,255,97.274,66.451,0.280,97.224,66.402,0.099,0.099
4277,0.285,255,255,255,102.075,67.388,4.259,101.783,66.402,0.595,1.883
4278,0.039,255,255,255,101.932,66.699,0.875,101.882,66.501,0.099,0.396
4279,0.363,255,255,255,35.819,66.893,2.112,35.480,66.600,0.694,0.595
4280,0.334,255,255,255,42.636,66.897,1.996,42.319,66.600,0.694,0.595
4281,0.010,255,255,255,97.175,66.947,0.280,97.125,66.897,0.099,0.099
4282,0.010,255,255,255,4.311,67.145,0.280,4.262,67.096,0.099,0.099
4283,0.010,255,255,255,97.075,67.145,0.280,97.026,67.096,0.099,0.099
4284,0.049,255,255,255,80.782,67.462,0.759,80.673,67.294,0.198,0.297
4285,0.010,255,255,255,16.600,67.542,0.280,16.551,67.492,0.099,0.099
4286,0.020,255,255,255,4.163,67.740,0.420,4.063,67.690,0.198,0.099
4287,0.029,255,255,255,4.311,67.971,0.701,4.163,67.888,0.297,0.198
4288,0.010,255,255,255,4.410,68.136,0.280,4.361,68.087,0.099,0.099
4289,0.010,255,255,255,90.931,68.136,0.280,90.881,68.087,0.099,0.099
4290,0.746,255,255,255,83.242,69.061,3.093,82.754,68.582,0.991,0.991
4291,0.088,255,255,255,24.033,68.830,0.957,23.885,68.681,0.297,0.297
4292,0.020,255,255,255,45.887,68.731,0.420,45.788,68.681,0.198,0.099
4293,0.029,255,255,255,35.299,68.863,0.561,35.183,68.780,0.198,0.198
4294,0.020,255,255,255,65.460,68.879,0.479,65.411,68.780,0.099,0.198
4295,0.020,255,255,255,101.634,69.177,0.479,101.585,69.078,0.099,0.198
4296,0.010,255,255,255,44.152,69.325,0.280,44.103,69.276,0.099,0.099
4297,0.029,255,255,255,35.629,69.425,0.619,35.480,69.375,0.297,0.099
4298,0.904,255,255,255,29.383,70.020,3.374,28.840,69.474,1.090,1.090
4299,0.010,255,255,255,101.337,69.524,0.280,101.288,69.474,0.099,0.099
4300,0.422,255,255,255,33.730,69.952,2.335,33.399,69.573,0.694,0.793
4301,0.020,255,255,255,30.773,69.970,0.479,30.723,69.871,0.099,0.198
4302,0.039,255,255,255,101.089,70.267,0.957,100.990,70.069,0.198,0.396
4303,0.393,255,255,255,50.066,70.611,2.194,49.752,70.267,0.694,0.694
4304,0.020,255,255,255,90.931,70.465,0.479,90.881,70.366,0.099,0.198
4305,0.069,255,255,255,98.803,70.770,1.319,98.612,70.564,0.396,0.496
4306,0.029,255,255,255,65.923,70.911,0.759,65.807,70.763,0.198,0.297
4307,0.020,255,255,255,90.931,71.159,0.479,90.881,71.060,0.099,0.198
4308,0.020,255,255,255,100.742,71.159,0.479,100.693,71.060,0.099,0.198
4309,0.020,255,255,255,98.661,71.258,0.479,98.612,71.159,0.099,0.198
4310,0.059,255,255,255,30.789,71.390,0.841,30.624,71.258,0.297,0.297
4311,0.020,255,255,255,62.735,71.308,0.420,62.636,71.258,0.198,0.099
4312,0.020,255,255,255,90.931,71.654,0.479,90.881,71.555,0.099,0.198
4313,0.010,255,255,255,100.544,71.605,0.280,100.495,71.555,0.099,0.099
4314,0.020,255,255,255,100.445,71.853,0.479,100.396,71.754,0.099,0.198
4315,0.029,255,255,255,66.517,71.968,0.561,66.402,71.853,0.198,0.198
4316,0.020,255,255,255,27.106,72.051,0.479,27.056,71.952,0.099,0.198
4317,0.010,255,255,255,90.931,72.100,0.280,90.881,72.051,0.099,0.099
4318,0.108,255,255,255,98.094,72.443,1.914,97.918,72.051,0.396,0.793
4319,0.069,255,255,255,90.931,72.695,1.470,90.881,72.348,0.099,0.694
4320,0.010,255,255,255,100.148,72.596,0.280,100.098,72.546,0.099,0.099
4321,0.049,255,255,255,25.540,72.854,0.759,25.371,72.745,0.297,0.198
4322,0.010,255,255,255,27.403,72.794,0.280,27.354,72.745,0.099,0.099
4323,0.010,255,255,255,67.839,72.794,0.280,67.789,72.745,0.099,0.099
4324,0.029,255,255,255,97.901,73.025,0.561,97.819,72.943,0.198,0.198
4325,0.609,255,255,255,23.730,73.550,2.813,23.290,73.141,0.892,0.892
4326,0.010,255,255,255,90.931,73.290,0.280,90.881,73.240,0.099,0.099
4327,0.010,255,255,255,99.850,73.290,0.280,99.801,73.240,0.099,0.099
4328,0.010,255,255,255,90.931,73.488,0.280,90.881,73.438,0.099,0.099
4329,0.010,255,255,255,17.790,73.686,0.280,17.740,73.637,0.099,0.099
4330,0.059,255,255,255,90.931,73.934,1.271,90.881,73.637,0.099,0.595
4331,0.020,255,255,255,99.553,73.934,0.479,99.504,73.835,0.099,0.198
4332,0.216,255,255,255,86.876,74.569,1.576,86.620,74.330,0.496,0.496
4333,0.049,255,255,255,99.315,74.499,1.039,99.206,74.330,0.297,0.396
4334,0.010,255,255,255,21.457,74.479,0.280,21.407,74.429,0.099,0.099
4335,0.039,255,255,255,90.931,74.628,0.875,90.881,74.429,0.099,0.396
4336,0.442,255,255,255,54.158,75.102,2.393,53.815,74.727,0.694,0.793
4337,0.010,255,255,255,85.876,75.074,0.280,85.827,75.024,0.099,0.099
4338,0.039,255,255,255,22.101,75.222,0.561,22.002,75.123,0.198,0.198
4339,0.010,255,255,255,98.959,75.173,0.280,98.909,75.123,0.099,0.099
4340,0.088,255,255,255,98.573,75.933,2.277,98.314,75.520,0.496,0.793
4341,0.010,255,255,255,43.062,75.668,0.280,43.013,75.619,0.099,0.099
4342,0.039,255,255,255,85.827,76.015,0.561,85.728,75.916,0.198,0.198
4343,0.010,255,255,255,22.943,76.263,0.280,22.894,76.213,0.099,0.099
4344,0.010,255,255,255,96.679,76.263,0.280,96.629,76.213,0.099,0.099
4345,0.619,255,255,255,41.569,76.828,2.813,41.129,76.412,0.892,0.892
4346,0.010,255,255,255,18.880,76.758,0.280,18.830,76.709,0.099,0.099
4347,0.039,255,255,255,96.332,76.907,0.957,96.233,76.709,0.198,0.396
4348,0.147,255,255,255,97.829,77.313,3.234,97.422,76.709,0.793,1.288
4349,0.010,255,255,255,23.835,77.155,0.280,23.786,77.105,0.099,0.099
4350,0.020,255,255,255,96.084,77.304,0.479,96.035,77.204,0.099,0.198
4351,0.029,255,255,255,86.537,77.386,0.561,86.421,77.304,0.198,0.198
4352,0.521,255,255,255,12.855,78.858,6.385,12.091,77.502,1.487,2.577
4353,0.177,255,255,255,30.767,78.025,1.460,30.525,77.799,0.496,0.496
4354,0.265,255,255,255,50.367,78.300,1.798,50.049,77.997,0.595,0.595
4355,0.010,255,255,255,40.584,78.245,0.280,40.535,78.196,0.099,0.099
4356,0.039,255,255,255,97.175,78.394,1.039,97.026,78.196,0.297,0.396
4357,0.020,255,255,255,17.245,78.344,0.420,17.146,78.295,0.198,0.099
4358,0.098,255,255,255,81.268,78.443,1.039,81.070,78.295,0.396,0.297
4359,0.462,255,255,255,87.466,78.673,2.393,87.115,78.295,0.694,0.793
4360,0.010,255,255,255,22.844,78.443,0.280,22.795,78.394,0.099,0.099
4361,0.010,255,255,255,82.011,78.542,0.280,81.962,78.493,0.099,0.099
4362,0.010,255,255,255,93.111,78.642,0.280,93.062,78.592,0.099,0.099
4363,0.786,255,255,255,24.706,79.377,3.152,24.182,78.889,0.991,0.991
4364,0.039,255,255,255,81.144,79.137,0.759,81.070,78.988,0.198,0.297
4365,0.010,255,255,255,18.087,79.236,0.280,18.038,79.187,0.099,0.099
4366,0.010,255,255,255,33.052,79.236,0.280,33.003,79.187,0.099,0.099
4367,0.010,255,255,255,25.322,79.533,0.280,25.272,79.484,0.099,0.099
4368,0.589,255,255,255,50.941,79.895,2.789,50.545,79.484,0.793,0.892
4369,0.010,255,255,255,95.688,79.533,0.280,95.638,79.484,0.099,0.099
4370,0.422,255,255,255,52.397,80.013,2.277,52.031,79.583,0.694,0.793
4371,0.020,255,255,255,23.934,79.979,0.479,23.885,79.880,0.099,0.198
4372,0.010,255,255,255,95.391,80.029,0.280,95.341,79.979,0.099,0.099
4373,0.039,255,255,255,42.220,80.178,0.561,42.121,80.079,0.198,0.198
4374,0.295,255,255,255,43.693,80.363,1.856,43.409,80.079,0.595,0.595
4375,0.010,255,255,255,84.588,80.227,0.280,84.538,80.178,0.099,0.099
4376,0.029,255,255,255,13.892,80.458,0.561,13.776,80.376,0.198,0.198
4377,0.010,255,255,255,60.307,80.425,0.280,60.257,80.376,0.099,0.099
4378,0.010,255,255,255,94.895,80.723,0.280,94.846,80.673,0.099,0.099
4379,0.108,255,255,255,14.357,81.164,1.518,14.172,80.871,0.396,0.595
4380,0.010,255,255,255,51.288,81.119,0.280,51.238,81.070,0.099,0.099
4381,0.029,255,255,255,40.386,81.516,0.619,40.238,81.466,0.297,0.099
4382,0.010,255,255,255,20.367,81.714,0.280,20.317,81.664,0.099,0.099
4383,0.295,255,255,255,49.669,81.962,1.914,49.355,81.664,0.595,0.595
4384,0.717,255,255,255,54.129,82.553,4.026,53.518,81.962,1.189,1.189
4385,0.010,255,255,255,69.623,82.011,0.280,69.573,81.962,0.099,0.099
4386,0.010,255,255,255,20.763,82.209,0.280,20.713,82.160,0.099,0.099
4387,0.010,255,255,255,16.501,82.308,0.280,16.452,82.259,0.099,0.099
4388,0.285,255,255,255,22.393,82.664,1.856,22.101,82.358,0.595,0.595
4389,0.010,255,255,255,62.784,82.507,0.280,62.735,82.457,0.099,0.099
4390,0.167,255,255,255,70.993,82.722,1.460,70.763,82.457,0.496,0.496
4391,0.029,255,255,255,92.880,82.936,0.561,92.764,82.854,0.198,0.198
4392,0.020,255,255,255,92.665,83.300,0.420,92.566,83.250,0.198,0.099
4393,0.010,255,255,255,51.486,83.399,0.280,51.437,83.349,0.099,0.099
4394,0.020,255,255,255,24.727,83.746,0.479,24.678,83.646,0.099,0.198
